Code géographique,Médiane du niveau vie (€),Taux d'activité des 15-64 ans,Taux d'emploi des 15-64 ans,Taux de chômage des 15-64 ans,Part des ouvriers dans les emplois,Coups et blessures volontaires,Vols avec armes,Cambriolages de logement,Vols de véhicules,Destructions et dégradations volontaires,Trafic de stupéfiants,Orientation
01044,28550,82.7023767199159,71.69404217015753,11.0083345497584,44.99048172619377,0.0,0.0,0.0,0.0,0.0,0.0,D
01045,28180,80.47083581420964,75.29818951027143,5.172646303938388,19.14793472424917,0.0,0.0,0.0,0.0,0.0,0.0,D
01046,24260,83.81407683904251,78.37149616533814,5.442580673704497,24.53361106578496,0.0,0.0,0.0,0.0,0.0,0.0,D
01047,27110,84.85207100591715,78.69822485207101,6.153846153846154,31.08307071475757,0.0,0.0,0.0,0.7880220646178092,0.0,0.0,D
01049,26780,78.02776448061273,71.56534226902825,6.4624222115844905,25.169343860562662,1.692964883223369,0.0,14.192197703750026,0.2479420807299414,0.0,0.0,C
01050,23180,81.30434782608695,76.95652173913044,4.3478260869565215,9.600970142567574,0.0,0.0,0.0,0.0,0.0,0.0,D
01051,s,83.99999999999994,67.99999999999993,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,D
01052,27630,80.59594167120906,74.62870779484957,5.967233876359532,10.10234963609127,0.0,0.0,0.0,0.0,0.0,0.0,C
01053,20210,68.5976358839721,56.882528390457445,11.715107493514727,17.96379365755828,5.689639237917947,0.0401364639775235,4.349850990115857,1.1590091139754322,0.0,1.157903879036064,C
01054,27320,81.65239828064222,77.41935728595914,4.233040994683082,7.410231436659133,0.0,0.0,11.997520759516954,0.0,0.0,0.0,D
01056,21640,81.0320628065266,73.34107572471044,7.690987081816111,42.620317247553686,0.0,0.0,0.0,0.0,0.0,0.0,D
01057,24300,80.12618296529969,76.65615141955836,3.470031545741325,39.52020997233674,0.0,0.0,0.0,0.0,0.0,0.0,D
01058,23420,79.21810699588477,72.42798353909465,6.790123456790123,37.01314366980822,0.0,0.0,2.4213075060532687,0.0,0.0,0.0,D
01060,24970,78.64908720411411,73.09132395743745,5.55776324667649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01061,25110,77.65042979942693,71.20343839541547,6.446991404011461,16.064658210348494,0.0,0.0,2.24791265253693,0.0,0.0,0.0,D
01062,28710,80.66768805439479,75.0676814067214,5.600006647673451,29.440139693556468,0.0,0.0,0.0,0.0,0.0,0.0,C
01063,25400,79.17929570942924,72.67585629804505,6.503439411384158,58.580064206937294,0.0,0.0,0.0,0.0,0.0,0.0,C
01064,23440,80.68493150684931,74.79452054794521,5.890410958904109,34.441909695639005,0.0,0.0,0.0,1.9411897675469991,0.0,0.0,D
01065,26810,81.24540427157275,76.66526645065787,4.580137820914893,30.86733592899713,0.0,0.0,8.398678968193424,0.0,0.0,0.0,C
01066,s,62.50000000000004,53.571428571428605,8.928571428571436,,0.0,0.0,0.0,0.0,0.0,0.0,G
01067,25900,82.65195697090132,77.74562830788159,4.906328663019959,29.7066519749261,0.0,0.0,0.0,0.0,0.0,0.0,D
01068,21410,81.3304721030043,72.3175965665236,9.012875536480689,29.41142805623457,0.0,0.0,0.0,0.0,0.0,0.0,D
01069,25570,79.44911154554156,74.62819097131828,4.820920574223268,40.115565127923865,0.0,0.0,6.466187750359058,0.0,0.0,0.0,D
01071,42540,82.16628710323741,74.94398210031268,7.222305002924555,16.796307963824127,1.784778647844296,0.0,12.700297438088093,2.170583776886619,0.0,0.0,C
01072,25320,78.04026871063344,71.34719783010951,6.693070880523975,24.20053701569828,0.0,0.0,6.7368327806751225,0.0,0.0,0.0,C
01073,25250,78.13693243984852,71.25177357323801,6.885158866610358,15.571055500854634,0.0,0.0,0.0,0.0,0.0,0.0,C
01074,23720,82.3344506053728,76.62057914061539,5.713871464756911,26.29825843232969,0.6512960791976031,0.0,7.733912864926888,1.251937124675839,0.0,0.0,D
01075,24890,82.9004329004329,77.4891774891775,5.411255411255412,33.35791375271588,0.0,0.0,0.0,0.0,0.0,0.0,C
01076,21070,77.33333333333327,61.33333333333336,16.000000000000053,,0.0,0.0,0.0,0.0,0.0,0.0,D
01077,24620,86.3157894736842,78.94736842105259,7.368421052631584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01078,44460,81.30081300813008,76.01626016260163,5.284552845528455,8.104248927695421,0.0,0.0,11.264270989325532,0.0,0.0,0.0,C
01079,22770,75.16233935019056,69.88345611571135,5.278883234479257,25.203064304934976,0.0,0.0,0.0,0.0,0.0,0.0,C
01080,23720,83.2832627037276,75.80222592693785,7.481036776789938,12.414781976614451,0.0,0.0,0.0,0.0,0.0,0.0,D
01081,27400,81.76861076207354,74.19837217868151,7.570238583392144,35.50961024744808,0.0,0.0,0.0,0.0,0.0,0.0,D
01082,27880,82.49635710573517,73.6637365848931,8.83262052084222,10.879482418789998,0.0,0.0,0.0,0.0,0.0,0.0,D
01083,25580,84.86386950362105,80.26232530246926,4.601544201151765,33.99175145429037,0.0,0.0,4.961206010870972,0.0,0.0,0.0,D
01084,24050,82.20183486238533,77.43119266055047,4.770642201834862,7.33809659235247,0.0,0.0,0.0,0.0,0.0,0.0,D
01085,26330,86.60457094363149,84.6072071092722,1.9973638343590692,24.64859827579324,0.0,0.0,0.0,0.0,0.0,0.0,D
01087,27320,76.31184191784853,68.11993054788381,8.191911369964524,22.951855616171127,0.0,0.0,0.0,0.0,0.0,0.0,C
01088,28140,83.42019257492302,77.25699977416123,6.163192800761858,33.57882843073488,0.0,0.0,2.450530131919438,0.0,0.0,0.0,D
01089,25170,79.73228071536289,74.38348685373238,5.348793861630087,31.354751254941483,1.2872511753476594,0.0,21.620638981429508,2.4039422644015653,0.0,0.0,D
01090,24090,78.94251510127187,72.94683877368932,5.995676327582689,27.377314441780086,0.0,0.0,0.0,0.0,0.0,0.0,D
01092,25470,80.33785288103553,75.57686891557337,4.760983965462216,14.05181512734138,0.6234413965087281,0.0,1.3556671987070656,0.0,0.0,0.0,D
01093,23430,77.28781684627019,69.01823563647406,8.26958120979641,26.613104251984968,2.5467750697400025,0.0,5.346412847272998,0.9278795240318828,0.0,0.0,C
01094,23460,80.19724072163575,74.5715061448472,5.62573457678857,35.187864287091806,0.0,0.0,0.0,0.0,0.0,0.0,D
01095,23260,78.55981704775105,72.35908340307599,6.200733644675014,30.9317139780722,0.0,0.0,0.0,0.0,0.0,0.0,D
01096,23940,79.28166258751966,74.67276600009208,4.608896587427571,23.82262265208476,0.0,0.0,0.0,0.0,0.0,0.0,D
01098,22520,77.93248336285673,68.22203664844325,9.710446714413406,44.83594073017877,0.0,0.0,5.422253422802562,0.0,0.0,0.0,D
01099,26780,82.1917808219178,76.81017612524462,5.38160469667319,16.431441111934227,0.0,0.0,0.0,0.5208333333333334,0.0,0.0,D
01100,21090,76.92307692307692,63.07692307692308,13.846153846153848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01101,26800,89.8989898989899,89.8989898989899,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01102,23750,81.6240067399207,75.44699220314239,6.177014536778361,27.510073597640204,0.0,0.0,0.0,0.0,0.0,0.0,D
01103,44010,84.54285338065338,78.6976051447874,5.8452482358663325,9.523111785648004,0.0,0.0,15.37167470201787,0.0,0.0,0.0,C
01104,25230,82.40130602191164,78.12701009750913,4.274295924402449,32.609430564071886,0.0,0.0,0.0,0.0,0.0,0.0,C
01105,28920,83.0133412488116,78.43411607773385,4.579225171078135,34.85277054951076,0.0,0.0,19.32902036832384,0.0,0.0,0.0,C
01106,23440,76.47058823529441,68.62745098039237,7.843137254901986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01107,22370,81.48148148148144,76.54320987654327,4.938271604938275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01108,23750,80.85375844329634,73.5980013284515,7.2557571148448465,10.90535813452067,0.0,0.0,0.0,0.0,0.0,0.0,D
01109,33820,83.16140770391267,75.06858534665135,8.092822357261117,10.877226805245815,0.0,0.0,5.09701884233497,0.0,0.0,0.0,C
01110,20800,74.22680412371136,64.94845360824746,9.278350515463917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G
01111,21730,81.57894736842105,78.94736842105267,2.6315789473684266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01112,25520,85.57692307692308,80.76923076923077,4.807692307692308,27.64678273217214,0.0,0.0,0.0,0.0,0.0,0.0,D
01113,23170,84.24807900940861,76.96785482720925,7.28022418219927,37.90841026991239,0.0,0.0,0.0,0.0,0.0,0.0,C
01114,30140,83.16040304401521,77.6316549651181,5.528748078897093,33.61762457605733,0.0,0.0,0.0,0.0,0.0,0.0,D
01115,24350,84.03528363793797,80.04302065250366,3.9922629854343943,28.381103147071407,0.0,0.0,0.0,0.0,0.0,0.0,D
01116,23210,78.00779431196719,69.417249514798,8.590544797169333,15.708782120828614,0.0,0.0,0.0,0.0,0.0,0.0,D
01117,22900,86.41975308641976,77.77777777777773,8.641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01118,27120,70.38366235469363,62.710832369282166,7.672829985411498,22.40443225791211,0.0,0.0,0.0,0.0,0.0,0.0,D
01121,24470,81.25,75.0,6.25,62.78626357532773,0.0,0.0,0.0,0.0,0.0,0.0,C
01123,25480,81.47383487403609,76.56132403637206,4.912510837664159,31.837879567361817,0.0,0.0,0.0,0.0,0.0,0.0,C
01124,23440,82.22748815165876,74.40758293838863,7.819905213270142,25.816364820576336,0.0,0.0,0.0,0.0,0.0,0.0,D
01125,24010,77.37448868888397,68.6356845121846,8.738804176699508,45.07848333197505,0.0,0.0,0.0,0.0,0.0,0.0,D
01127,24080,83.16492399167782,78.16834148142847,4.996582510249495,32.31366455900839,0.0,0.0,0.0,0.0,0.0,0.0,C
01128,22520,80.89887640449439,69.66292134831461,11.235955056179776,40.19595060442874,0.0,0.0,0.0,0.0,0.0,0.0,D
01129,26820,79.39393939393939,73.93939393939394,5.454545454545454,7.516558638683892,0.0,0.0,0.0,0.0,0.0,0.0,D
01130,24120,82.45492150732369,78.10990255353781,4.345018953785838,29.540413948442065,0.0,0.0,0.0,0.0,0.0,0.0,D
01133,23660,78.36734693877551,71.0204081632653,7.346938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01134,24310,80.63512759784238,75.28442710108283,5.350700496759539,40.41622331470353,0.0,0.0,3.4189459945515,0.0,0.0,0.0,D
01135,44040,81.92803691201317,74.89223453128564,7.035802380727665,22.676262146016708,0.5827505827505828,0.0,16.25259640927043,0.0,0.0,0.0,C
01136,25850,78.44603537758186,71.96502116122764,6.481014216354117,17.19906205891359,0.0,0.0,0.0,0.0,0.0,0.0,D
01138,21730,75.5340075947028,65.98032399529895,9.553683599404009,37.16210379825602,3.7810699148793794,0.0,5.024425783445683,2.419270149549341,0.0,0.0,D
01139,19790,82.6269886209731,73.72929770872948,8.897690912243576,30.64491612944153,0.0,0.0,0.0,0.0,0.0,0.0,D
01140,26220,82.86241689541325,76.30658249557082,6.555834399842541,32.037666393049136,0.0,0.0,0.0,0.0,0.0,0.0,D
01141,25670,75.92401668344998,68.8376848967969,7.0863317866531865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01142,25320,79.03606566491682,72.67324554376646,6.362820121150424,28.140181425712477,3.1538739933328084,0.0,9.420927664863251,1.822226112767865,0.0,0.0,C
01143,46650,81.79292317425288,72.73818836397459,9.05473481027827,10.42667745378948,2.1565456852809355,0.0,12.255133836889408,1.3293094593545227,0.0,0.0,C
01145,24100,75.00514833915814,68.2005366019698,6.804611737188412,34.54902216767719,0.0,0.0,5.182998186334074,0.0,0.0,0.0,D
01146,24550,78.01418439716312,73.40425531914893,4.609929078014185,17.166985063966937,0.0,0.0,0.0,0.0,0.0,0.0,D
01147,21490,77.91052312267568,66.44917620942867,11.461346913247118,19.977516236533056,0.0,0.0,0.0,0.0,0.0,0.0,D
01148,23960,75.1863806547565,66.48495973593789,8.701420918818508,33.36401753011947,0.0,0.0,1.7807185611003924,0.0,0.0,0.0,D
01149,27910,76.79083094555874,69.48424068767908,7.306590257879656,18.85675069332589,0.0,0.0,8.930640539927975,0.0,0.0,0.0,D
01150,23580,84.82758620689656,78.62068965517241,6.206896551724138,57.85595448187139,0.0,0.0,0.0,0.0,0.0,0.0,G
01151,24570,80.9171597633136,76.33136094674556,4.585798816568047,7.661303012984586,0.0,0.0,3.289473684210526,0.0,0.0,0.0,D
01152,28070,82.53356640315657,77.64436775744463,4.889198645711999,39.7772115524531,0.0,0.0,0.0,0.0,0.0,0.0,D
01153,49930,81.77685383116518,75.47311860735134,6.303735223814118,22.156181598215998,0.0,0.0,23.5474370587076,0.0,0.0,0.0,C
01155,23720,76.40449438202248,73.03370786516854,3.3707865168539324,25.41391302751454,0.0,0.0,0.0,0.0,0.0,0.0,D
01156,26730,82.64317517149436,79.91483365086489,2.728341520629473,39.77430539314603,0.0,0.0,0.0,0.0,0.0,0.0,D
01157,27070,80.6307505672775,76.62690514616978,4.003845421107939,33.97587434608584,0.0,0.0,3.80105426274129,0.0,0.0,0.0,C
01158,37990,81.72661870503597,75.25179856115108,6.474820143884892,14.35556202199329,0.0,0.0,6.075502025191846,0.0,0.0,0.0,C
01159,24360,81.75795300122832,75.69962346360525,6.058329537622963,44.21175705379555,2.77863662738486,0.0,1.255746634274644,1.097970122624713,0.0,0.0,C
01160,27220,79.15028200687384,68.38178148481074,10.768500522063176,13.718984372304003,3.24685161345293,0.0,4.791966807978828,2.0095946341472346,0.0,0.0,C
01162,s,80.0,75.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01163,23810,81.2448132780083,76.43153526970954,4.813278008298755,27.518363519444616,0.0,0.0,0.0,0.0,0.0,0.0,D
01165,26140,81.78137651821862,78.23886639676114,3.54251012145749,30.07326397876137,0.0,0.0,0.0,0.0,0.0,0.0,D
01166,27060,81.92030548763904,77.7492421742461,4.171063313392875,24.36755127111216,0.0,0.0,7.300540205734337,0.0,0.0,0.0,C
01167,24530,78.3365598878575,73.3584161126697,4.978143775187659,36.28123178483267,0.0,0.0,0.0,0.0,0.0,0.0,D
01169,25500,81.02238832755765,77.28531510736033,3.7370732201972814,29.964171474327888,0.0,0.0,0.0,0.0,0.0,0.0,D
01170,24070,80.89595379111654,74.92410500793102,5.971848783185551,51.10397639839744,0.0,0.0,0.0,0.0,0.0,0.0,D
01171,25370,74.30863563539312,66.8757210788089,7.432914556584349,47.47927479363047,0.0,0.0,6.1908542494072725,0.0,0.0,0.0,D
01173,35280,85.63592531839524,76.64861979267836,8.987305525716902,17.368905013479072,3.01356236895773,0.0,5.382376210281783,1.525566084637184,0.0,0.0,C
01174,26560,80.35714285714286,75.89285714285714,4.464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01175,22580,76.3133270122662,68.97790365781974,7.335423354446338,46.47616695410584,0.0,0.0,0.0,0.0,0.0,0.0,D
01177,24680,78.4313725490198,72.54901960784332,5.882352941176488,49.999999999999794,0.0,0.0,0.0,0.0,0.0,0.0,G
01179,24460,77.21631205673759,71.98581560283688,5.2304964539007095,50.0815888297862,0.5260389268805892,0.0,1.116608003709677,0.0,0.0,0.0,D
01180,55340,79.38342967244701,73.21772639691714,6.165703275529865,13.663150066203524,0.0,0.0,19.236144530997908,0.0,0.0,0.0,C
01181,25220,76.8089014742654,70.5672889260713,6.241612548194113,47.89442233938016,0.8058017727639002,0.0,8.72646480286886,0.0,0.0,0.0,D
01183,25240,78.93818647365043,75.05733675159536,3.880849722055074,43.162904917480574,0.0,0.0,5.193757016840517,0.0,0.0,0.0,D
01184,24580,82.63736263736264,77.36263736263736,5.274725274725275,36.32559283743065,0.0,0.0,0.0,0.0,0.0,0.0,D
01185,23080,74.32800298091593,68.48737087909939,5.840632101816292,16.491743407472143,2.2397280122935928,0.0,0.0,0.0,0.0,0.0,D
01187,23000,77.49647024107207,71.29595983134588,6.2005104097262445,36.01972907864332,0.0,0.0,0.0,0.0,0.0,0.0,C
01188,24070,83.17535545023696,78.19905213270142,4.976303317535545,7.538821172817312,0.0,0.0,0.0,0.0,0.0,0.0,D
01189,28040,81.4271232124683,74.72160388976114,6.70551932270718,20.979396499915023,0.0,0.0,0.0,0.0,0.0,0.0,D
01190,s,75.51020408163251,73.46938775510203,2.040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01191,24140,86.00000000000003,82.00000000000003,4.000000000000004,31.0042524713276,0.0,0.0,0.0,0.0,0.0,0.0,C
01192,23500,81.78270474295716,75.81899152551692,5.963713217440643,50.173315793114384,0.0,0.0,2.679044616562186,0.0,0.0,0.0,D
01193,23870,71.182493037103,62.84213531260306,8.340357724499933,32.704505539544186,0.0,0.0,0.0,0.0,0.0,0.0,D
01194,24030,77.74278215223097,70.20997375328083,7.532808398950131,17.514189862347536,2.9404017194350662,0.0,10.211850664099329,2.1260118142433977,0.0,0.0,C
01195,25630,79.50069341210936,75.31549078688667,4.185202625222694,23.74800893929658,0.0,0.0,2.333018990018198,0.0,0.0,0.0,C
01196,23020,81.6067885052413,74.68389082855455,6.922897676686746,18.990929728311944,0.0,0.0,0.0,0.0,0.0,0.0,D
01197,25780,80.51198688259718,77.32558630302138,3.1864005795762123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G
01198,25480,81.75926443440154,75.23906340009584,6.520201034305643,33.44293329471115,0.0,0.0,0.0,0.0,0.0,0.0,C
01199,23050,80.17509967131575,71.32894087142678,8.846158799888807,26.12550933897005,3.358790164918952,0.0,4.5523397771407454,2.651010502289619,0.0,0.0,D
01200,23480,82.73381294964028,76.97841726618705,5.755395683453237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G
01202,23820,78.09972459659919,70.73352264929017,7.366201947309219,27.67437431429204,2.499198857509637,0.0,5.129690295935771,1.66682070206636,0.0,0.0,D
01203,24820,82.14699151720615,76.89315962590977,5.253831891296421,48.98403222469247,0.0,0.0,0.0,0.0,0.0,0.0,C
01204,25910,81.71042746925868,73.56007524694478,8.15035222231403,12.632580783922572,0.0,0.0,0.0,0.0,0.0,0.0,D
01206,24700,80.0873956863664,77.80749026136299,2.279905425003252,,0.0,0.0,0.0,0.0,0.0,0.0,D
01207,27830,81.64842733569414,78.84492201147093,2.8035053242233,34.59230220724165,0.0,0.0,0.0,0.0,0.0,0.0,D
01208,22170,77.33333333333333,72.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
01209,31670,83.97878760831357,72.49430651339745,11.484481094916104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01210,24020,81.80893875947875,78.55591251893846,3.253026240540145,27.85718810091026,0.0,0.0,0.0,0.0,0.0,0.0,C
01211,24780,80.65754150817972,74.60627464988698,6.051266858292739,26.68437782988329,0.0,0.0,4.467838843335714,0.0,0.0,0.0,D
01212,22570,79.62529274004685,72.36533957845434,7.259953161592506,37.68847974483288,0.0,0.0,0.0,0.0,0.0,0.0,D
01213,24160,79.91240421380776,74.49119094985105,5.421213263956735,41.55616581703987,0.0,0.0,4.837018484861825,0.0,0.0,0.0,D
01214,26540,80.3921568627451,75.49019607843137,4.901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01215,23850,69.32427934564937,63.84026988444676,5.484009461202626,22.71481293915889,0.0,0.0,0.0,0.0,0.0,0.0,D
01216,24130,77.13315852367242,72.25026015452647,4.882898369146028,47.28146964295188,0.0,0.0,0.0,0.0,0.0,0.0,D
01219,22500,77.14285714285708,69.52380952380952,7.619047619047612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D
01224,23420,79.2281047363489,70.6661308518945,8.561973884454469,40.91521919146537,1.3802622498274673,0.0,5.012179118215927,0.9366065266686386,0.0,0.0,D
01225,28430,80.20105354329253,74.54313546673028,5.657918076562397,19.82489462720711,0.0,0.0,0.0,0.0,0.0,0.0,D
01227,25450,77.21518987341773,72.15189873417721,5.063291139240507,17.53960059613542,0.0,0.0,0.0,0.0,0.0,0.0,D
01228,26830,80.53024972528641,75.99879300312402,4.531456722162534,42.10513092705413,0.0,0.0,6.870621059644146,0.0,0.0,0.0,D
01229,24580,79.69106473533833,74.35760478976367,5.333459945574741,26.762303573902425,0.0,0.0,0.0,0.0,0.0,0.0,D
01230,21030,81.18323743733137,74.55329560675798,6.629941830573589,51.205126526662326,0.0,0.0,0.0,0.0,0.0,0.0,D
01231,25260,80.44271229677837,75.68994329324947,4.752769003528895,46.73640861223244,0.0,0.0,0.0,0.0,0.0,0.0,C
01232,24540,79.17251983579541,75.11905401086126,4.053465824933817,36.06766220919887,0.0,0.0,10.426297652340908,0.0,0.0,0.0,D
01233,24140,75.34246575342458,69.86301369863016,5.479452054794515,,0.0,0.0,0.0,0.0,0.0,0.0,D
01234,23750,71.55172413793115,66.37931034482772,5.172413793103462,58.68651354454171,0.0,0.0,0.0,0.0,0.0,0.0,D
01235,22870,79.48717948717949,72.93447293447294,6.552706552706553,25.06586070293874,0.0,0.0,0.0,0.0,0.0,0.0,D
01236,24430,81.57483564562592,75.32050901775142,6.254326627874577,12.168357417436937,0.0,0.0,0.0,0.0,0.0,0.0,C
01237,24590,75.53553732158765,67.89531857747627,7.640218744111423,52.49153326103658,0.0,0.0,0.0,0.0,0.0,0.0,D
01238,28590,81.12759643916914,75.78635014836796,5.341246290801187,29.89016186312833,3.4299060165779083,0.0,15.391685434445009,0.0,0.0,0.0,C
01239,23900,77.55435750174027,73.31906083701132,4.235296664728729,21.4046672554754,0.0,0.0,0.0,0.0,0.0,0.0,D
01240,24660,81.84398878155784,76.54968170997215,5.2943070715855285,31.790417654864388,0.0,0.0,0.0,0.0,0.0,0.0,D
01241,26000,74.13284861263001,67.35175636535129,6.781092247278695,20.147650811236943,0.0,0.0,0.0,0.0,0.0,0.0,C
01242,20070,77.52808988764049,60.674157303370826,16.85393258426966,18.22380037423029,0.0,0.0,0.0,0.0,0.0,0.0,G
01243,27580,77.19546650946741,70.48238820289849,6.713078306568914,3.759193810844027,0.0,0.0,0.0,0.0,0.0,0.0,C
01244,24890,78.9163961038961,71.14448051948052,7.771915584415584,19.16077058152327,3.0101233581758726,0.0,8.898519212319032,2.2897587001520807,0.0,0.2996195439029274,C
01245,25140,82.45456680106334,76.5083792444439,5.946187556619436,28.155185948210093,0.0,0.0,0.0,0.0,0.0,0.0,C
