Code géographique,Coups et blessures volontaires,Vols avec armes,Cambriolages de logement,Vols de véhicules,Destructions et dégradations volontaires,Trafic de stupéfiants
01329,0.0,0.0,0.0,0.0,0.0,0.0
01330,0.0,0.0,0.0,0.0,0.0,0.0
01331,0.0,0.0,0.0,0.0,0.0,0.0
01332,0.0,0.0,0.0,0.0,0.0,0.0
01333,0.0,0.0,11.37059126576136,1.0870233889920347,0.0,0.0
01334,0.0,0.0,0.0,0.0,0.0,0.0
01335,0.0,0.0,0.0,0.0,0.0,0.0
01336,0.0,0.0,0.0,0.0,0.0,0.0
01337,0.0,0.0,0.0,0.0,0.0,0.0
01338,0.0,0.0,9.978110125249268,0.0,0.0,0.0
01339,0.0,0.0,16.313939319868062,0.0,0.0,0.0
01342,0.0,0.0,0.0,0.0,0.0,0.0
01343,0.0,0.0,0.0,0.0,0.0,0.0
01344,1.7666376719273629,0.0,8.983185462310578,0.0,0.0,0.0
01345,0.0,0.0,1.2169765340374974,2.039322281951378,0.0,0.0
01346,0.0,0.0,0.0,0.0,0.0,0.0
01347,0.0,0.0,10.54534934976276,0.0,0.0,0.0
01348,1.2019322301069828,0.0,3.2354919132777495,0.0,0.0,0.0
01349,0.0,0.0,0.0,0.0,0.0,0.0
01350,0.0,0.0,3.509144025774623,0.0,0.0,0.0
01351,0.0,0.0,0.0,0.0,0.0,0.0
01352,0.0,0.0,0.0,0.0,0.0,0.0
01353,0.0,0.0,0.0,0.0,0.0,0.0
01354,2.371874878742243,0.0,8.838400905364493,2.0755616710932165,0.0,0.0
01355,0.0,0.0,0.0,0.0,0.0,0.0
01356,0.0,0.0,0.0,0.0,0.0,0.0
01357,0.0,0.0,0.0,0.0,0.0,0.0
01358,0.0,0.0,0.0,0.0,0.0,0.0
01359,0.0,0.0,0.0,0.0,0.0,0.0
01360,0.0,0.0,2.149371487874966,0.0,0.0,0.0
01361,0.0,0.0,14.74990848966638,0.0,0.0,0.0
01362,0.0,0.0,0.0,0.0,0.0,0.0
01363,0.0,0.0,3.2442626938607546,0.0,0.0,0.0
01364,0.0,0.0,0.0,0.0,0.0,0.0
01365,0.0,0.0,0.0,0.0,0.0,0.0
01366,0.0,0.0,0.0,0.0,0.0,0.0
01367,0.0,0.0,0.0,0.0,0.0,0.0
01368,0.0,0.0,0.0,0.0,0.0,0.0
01369,0.0,0.0,0.0,0.0,0.0,0.0
01370,5.550249354627425,0.0,0.0,3.138578447818714,0.0,0.0
01371,0.0,0.0,6.55254540098148,0.0,0.0,0.0
01372,0.0,0.0,0.0,0.0,0.0,0.0
01373,0.0,0.0,9.20482081948559,0.0,0.0,0.0
01374,0.0,0.0,1.775231752898521,0.0,0.0,0.0
01375,0.0,0.0,0.0,0.0,0.0,0.0
01376,3.7710622204328037,0.0,8.828210245110697,0.7220216606498195,0.0,0.0
01378,0.0,0.0,9.570174798251477,0.8364873182156901,0.0,0.0
01379,0.0,0.0,0.0,0.0,0.0,0.0
01380,0.0,0.0,0.0,0.0,0.0,0.0
01381,0.0,0.0,0.0,0.0,0.0,0.0
01382,0.0,0.0,0.0,0.0,0.0,0.0
01383,0.0,0.0,0.0,0.0,0.0,0.0
01384,5.696497122201464,0.0,2.32897368406849,0.0,0.0,0.0
01385,0.0,0.0,0.0,0.0,0.0,0.0
01386,0.0,0.0,0.0,0.0,0.0,0.0
01387,0.0,0.0,0.0,0.0,0.0,0.0
01388,0.0,0.0,0.0,0.0,0.0,0.0
01389,0.0,0.0,3.8989283467104734,0.0,0.0,0.0
01390,0.0,0.0,0.0,0.0,0.0,0.0
01391,0.0,0.0,0.0,0.0,0.0,0.0
01392,0.0,0.0,0.0,0.0,0.0,0.0
01393,0.0,0.0,7.2600883153641265,0.0,0.0,0.0
01396,0.0,0.0,0.0,0.0,0.0,0.0
01397,0.0,0.0,11.861976975013322,0.0,0.0,0.0
01398,0.0,0.0,3.9906936524920393,0.0,0.0,0.0
01399,0.0,0.0,17.247802403891612,0.0,0.0,0.0
01400,0.0,0.0,0.0,0.0,0.0,0.0
01401,0.0,0.0,11.357331910939841,0.0,0.0,0.0
01402,0.0,0.0,0.0,0.0,0.0,0.0
01403,0.0,0.0,0.0,0.0,0.0,0.0
01404,0.0,0.0,0.0,0.0,0.0,0.0
