Code géographique,Elu,Orientation
42097,Emmanuel,C
42098,Marine,D
42099,Marine,D
42100,Emmanuel,C
42101,Emmanuel,C
42102,Emmanuel,C
42103,Marine,D
42104,Emmanuel,C
42105,Marine,D
42106,Marine,D
42107,Marine,D
42108,Marine,D
42109,Marine,D
42110,Marine,D
42112,Marine,D
42113,Marine,D
42115,Emmanuel,C
42116,Marine,D
42117,Marine,D
42118,Marine,D
42119,Marine,D
42120,Marine,D
42121,Emmanuel,C
42122,Emmanuel,C
42123,Marine,D
42124,Emmanuel,C
42125,Emmanuel,C
42126,Marine,D
42127,Emmanuel,C
42128,Marine,D
42129,Marine,D
42130,Marine,D
42131,Emmanuel,C
42132,Marine,D
42133,Marine,D
42134,Emmanuel,C
42135,Emmanuel,C
42136,Marine,D
42137,Marine,D
42138,Marine,D
42139,Emmanuel,C
42140,Emmanuel,C
42141,Emmanuel,C
42142,Marine,D
42143,Marine,D
42145,Marine,D
42146,Emmanuel,C
42147,Emmanuel,C
42148,Marine,D
42149,Emmanuel,C
42150,Marine,D
42151,Marine,D
42152,Nathalie,G
42153,Marine,D
42154,Emmanuel,C
42155,Marine,D
42156,Marine,D
42157,Marine,D
42158,Emmanuel,C
42159,Marine,D
42160,Marine,D
42161,Emmanuel,C
42162,Marine,D
42163,Marine,D
42164,Emmanuel,C
42165,Marine,D
42166,Emmanuel,C
42167,Marine,D
42168,Emmanuel,C
42169,Marine,D
42170,Marine,D
42171,Emmanuel,C
42172,Emmanuel,C
42173,Marine,D
42174,Marine,D
42175,Marine,D
42176,Emmanuel,C
42177,Marine,D
42178,Marine,D
42179,Emmanuel,C
42180,Marine,D
42181,Marine,D
42182,Emmanuel,C
42183,Jean-Luc,G
42184,Emmanuel,C
42185,Emmanuel,C
42186,Jean-Luc,G
42187,Emmanuel,C
42188,Marine,D
42189,Marine,D
42191,Marine,D
42192,Marine,D
42193,Emmanuel,C
42194,Marine,D
42195,Marine,D
42196,Marine,D
42197,Marine,D
42198,Marine,D
42199,Emmanuel,C
42200,Marine,D
42201,Emmanuel,C
42202,Emmanuel,C
42203,Marine,D
42204,Emmanuel,C
42205,Marine,D
42206,Emmanuel,C
42207,Jean-Luc,G
42208,Marine,D
42209,Marine,D
42210,Marine,D
42211,Marine,D
42212,Marine,D
42213,Emmanuel,C
42214,Marine,D
42215,Marine,D
42216,Emmanuel,C
42217,Marine,D
42218,Jean-Luc,G
42219,Marine,D
42220,Marine,D
42221,Marine,D
42222,Emmanuel,C
42223,Emmanuel,C
42224,Emmanuel,C
42225,Marine,D
42226,Marine,D
42227,Emmanuel,C
42228,Marine,D
42229,Marine,D
42230,Marine,D
42231,Marine,D
42232,Emmanuel,C
42233,Marine,D
42234,Emmanuel,C
42235,Emmanuel,C
42236,Emmanuel,C
42237,Marine,D
42238,Marine,D
42239,Marine,D
42240,Marine,D
42241,Emmanuel,C
42242,Marine,D
42243,Emmanuel,C
42245,Marine,D
42246,Jean-Luc,G
42247,Marine,D
42248,Emmanuel,C
42249,Marine,D
42251,Marine,D
42252,Marine,D
42253,Emmanuel,C
42254,Marine,D
42255,Emmanuel,C
42256,Marine,D
42257,Marine,D
42259,Emmanuel,C
42260,Marine,D
42261,Marine,D
42262,Marine,D
42264,Emmanuel,C
42265,Marine,D
42266,Marine,D
42267,Emmanuel,C
42268,Emmanuel,C
42269,Marine,D
42270,Emmanuel,C
42271,Marine,D
42272,Marine,D
42273,Marine,D
42274,Marine,D
42275,Emmanuel,C
42276,Marine,D
42277,Marine,D
42278,Marine,D
42279,Emmanuel,C
42280,Emmanuel,C
42281,Marine,D
42282,Emmanuel,C
42283,Marine,D
42284,Emmanuel,C
42285,Marine,D
42286,Marine,D
42287,Marine,D
42288,Marine,D
42289,Marine,D
42290,Emmanuel,C
42293,Marine,D
42294,Emmanuel,C
42295,Marine,D
42296,Emmanuel,C
42297,Emmanuel,C
42298,Emmanuel,C
42299,Emmanuel,C
42300,Marine,D
42301,Jean-Luc,G
42302,Emmanuel,C
42303,Marine,D
42304,Marine,D
42305,Emmanuel,C
42306,Emmanuel,C
42307,Marine,D
42308,Marine,D
42310,Marine,D
42311,Emmanuel,C
42312,Marine,D
42313,Emmanuel,C
42314,Marine,D
42315,Marine,D
42316,Marine,D
42317,Emmanuel,C
42318,Marine,D
42319,Marine,D
42320,Marine,D
42321,Marine,D
42322,Marine,D
42323,Emmanuel,C
42324,Marine,D
42325,Marine,D
42326,Jean-Luc,G
42327,Emmanuel,C
42328,Jean-Luc,G
42329,Emmanuel,C
42330,Emmanuel,C
42331,Emmanuel,C
42332,Emmanuel,C
42333,Marine,D
42334,Marine,D
42335,Emmanuel,C
42336,Marine,D
42337,Marine,D
42338,Emmanuel,C
42339,Marine,D
43001,Marine,D
43002,Emmanuel,C
43003,Marine,D
43004,Marine,D
43005,Jean-Luc,G
43006,Marine,D
43007,Marine,D
43008,Emmanuel,C
43009,Jean-Luc,G
43010,Marine,D
43011,Marine,D
43012,Marine,D
43013,Emmanuel,C
43014,Emmanuel,C
43015,Emmanuel,C
43016,Marine,D
43017,Emmanuel,C
43018,Marine,D
43019,Marine,D
43020,Marine,D
43021,Marine,D
43022,Emmanuel,C
43023,Marine,D
43024,Marine,D
43025,Marine,D
43026,Marine,D
43027,Jean-Luc,G
43028,Marine,D
43029,Emmanuel,C
43030,Marine,D
43031,Marine,D
43032,Emmanuel,C
43033,Emmanuel,C
43034,Marine,D
43035,Emmanuel,C
43036,Marine,D
43037,Marine,D
43038,Marine,D
43039,Marine,D
43040,Emmanuel,C
43041,Emmanuel,C
43042,Marine,D
43043,Marine,D
43044,Marine,D
43045,Marine,D
43046,Emmanuel,C
43047,Emmanuel,C
43048,Marine,D
43049,Marine,D
43050,Marine,D
43051,Emmanuel,C
43052,Emmanuel,C
43053,Marine,D
43054,Marine,D
43055,Marine,D
43056,Marine,D
43057,Marine,D
43058,Marine,D
43059,Marine,D
43060,Jean,C
43061,Marine,D
43062,Marine,D
43063,Jean-Luc,G
43064,Emmanuel,C
43065,Marine,D
43066,Emmanuel,C
43067,Marine,D
43068,Jean-Luc,G
43069,Marine,D
43070,Jean-Luc,G
43071,Emmanuel,C
43072,Marine,D
43073,Marine,D
43074,Marine,D
43075,Marine,D
43076,Emmanuel,C
43077,Marine,D
43078,Emmanuel,C
43079,Marine,D
43080,Marine,D
43082,Marine,D
43083,Marine,D
43084,Marine,D
43085,Emmanuel,C
43086,Jean-Luc,G
43087,Marine,D
43088,Marine,D
43089,Emmanuel,C
43090,Emmanuel,C
43091,Emmanuel,C
43092,Marine,D
43093,Marine,D
43094,Marine,D
43095,Marine,D
43096,Marine,D
43097,Marine,D
43098,Jean-Luc,G
43099,Marine,D
43100,Marine,D
43101,Marine,D
43102,Marine,D
43103,Jean-Luc,G
43104,Marine,D
43105,Marine,D
43106,Jean-Luc,G
43107,Marine,D
43108,Marine,D
43109,Marine,D
43110,Marine,D
43111,Marine,D
43112,Emmanuel,C
43113,Marine,D
43114,Marine,D
43115,Marine,D
43116,Marine,D
43117,Emmanuel,C
43118,Emmanuel,C
43119,Emmanuel,C
43120,Marine,D
43121,Marine,D
43122,Marine,D
43123,Marine,D
43124,Marine,D
43125,Marine,D
43126,Marine,D
43127,Marine,D
43128,Jean-Luc,G
43129,Marine,D
43130,Emmanuel,C
43131,Jean-Luc,G
43132,Marine,D
43133,Emmanuel,C
43134,Marine,D
43135,Marine,D
43136,Emmanuel,C
43137,Marine,D
43138,Marine,D
43139,Jean-Luc,G
43140,Emmanuel,C
43141,Marine,D
43142,Marine,D
43143,Marine,D
43144,Marine,D
43145,Marine,D
43147,Marine,D
43148,Marine,D
43149,Jean-Luc,G
43150,Marine,D
43151,Marine,D
43152,Emmanuel,C
43153,Marine,D
43154,Marine,D
43155,Marine,D
43156,Marine,D
43157,Jean-Luc,G
43158,Jean-Luc,G
43159,Marine,D
43160,Emmanuel,C
43162,Marine,D
43163,Marine,D
43164,Marine,D
43165,Marine,D
43166,Jean-Luc,G
43167,Marine,D
43168,Marine,D
43169,Marine,D
43170,Marine,D
43171,Marine,D
43172,Emmanuel,C
43173,Emmanuel,C
43174,Marine,D
43175,Marine,D
43177,Marine,D
43178,Jean-Luc,G
43180,Marine,D
43181,Emmanuel,C
43182,Emmanuel,C
43183,Marine,D
43184,Marine,D
43185,Marine,D
43186,Marine,D
43187,Marine,D
43188,Marine,D
43189,Emmanuel,C
43190,Emmanuel,C
43191,Marine,D
43192,Marine,D
43193,Marine,D
43194,Jean-Luc,G
43195,Jean-Luc,G
43196,Marine,D
43197,Marine,D
43198,Marine,D
43199,Emmanuel,C
43200,Emmanuel,C
43201,Marine,D
43202,Emmanuel,C
43203,Marine,D
43204,Emmanuel,C
43205,Marine,D
43206,Marine,D
43207,Emmanuel,C
43208,Emmanuel,C
43210,Marine,D
43211,Marine,D
43212,Marine,D
43213,Marine,D
43214,Marine,D
43215,Marine,D
43216,Marine,D
43217,Marine,D
43218,Marine,D
43219,Jean-Luc,G
43220,Emmanuel,C
43221,Emmanuel,C
43222,Emmanuel,C
43223,Marine,D
43224,Marine,D
43225,Marine,D
43226,Marine,D
43227,Marine,D
43228,Marine,D
43229,Marine,D
43230,Marine,D
43231,Marine,D
43232,Marine,D
43233,Marine,D
43234,Emmanuel,C
43236,Marine,D
43237,Marine,D
43238,Marine,D
43239,Marine,D
43240,Marine,D
43241,Marine,D
43242,Emmanuel,C
43244,Marine,D
43245,Jean,C
43246,Marine,D
43247,Emmanuel,C
43249,Marine,D
43250,Jean-Luc,G
43251,Emmanuel,C
43252,Marine,D
43253,Emmanuel,C
43254,Marine,D
43256,Emmanuel,C
43257,Marine,D
43258,Marine,D
43259,Emmanuel,C
43260,Emmanuel,C
43261,Marine,D
43262,Marine,D
43263,Marine,D
43264,Jean-Luc,G
43265,Marine,D
43267,Marine,D
43268,Marine,D
44001,Emmanuel,C
44002,Emmanuel,C
44003,Emmanuel,C
44005,Emmanuel,C
44006,Emmanuel,C
44007,Emmanuel,C
44009,Emmanuel,C
44010,Emmanuel,C
44012,Emmanuel,C
44013,Marine,D
44014,Emmanuel,C
44015,Emmanuel,C
44016,Marine,D
44018,Emmanuel,C
44019,Emmanuel,C
44020,Jean-Luc,G
44021,Emmanuel,C
44022,Emmanuel,C
44023,Emmanuel,C
44024,Emmanuel,C
44025,Emmanuel,C
44026,Emmanuel,C
44027,Emmanuel,C
44028,Emmanuel,C
44029,Emmanuel,C
44030,Emmanuel,C
44031,Emmanuel,C
44032,Emmanuel,C
44033,Emmanuel,C
44035,Emmanuel,C
44036,Emmanuel,C
44037,Emmanuel,C
44038,Marine,D
44039,Emmanuel,C
44041,Emmanuel,C
44043,Emmanuel,C
44044,Marine,D
44045,Emmanuel,C
44046,Emmanuel,C
44047,Emmanuel,C
44048,Emmanuel,C
44049,Emmanuel,C
44050,Emmanuel,C
44051,Emmanuel,C
44052,Marine,D
44053,Emmanuel,C
44054,Emmanuel,C
44055,Emmanuel,C
44056,Emmanuel,C
44057,Marine,D
44058,Emmanuel,C
44061,Emmanuel,C
44062,Emmanuel,C
44063,Emmanuel,C
44064,Emmanuel,C
44065,Emmanuel,C
44066,Emmanuel,C
44067,Emmanuel,C
44068,Emmanuel,C
44069,Emmanuel,C
44070,Emmanuel,C
44071,Emmanuel,C
44072,Emmanuel,C
44073,Emmanuel,C
44074,Jean-Luc,G
44075,Emmanuel,C
44076,Emmanuel,C
44077,Emmanuel,C
44078,Marine,D
44079,Emmanuel,C
44080,Jean-Luc,G
44081,Emmanuel,C
44082,Emmanuel,C
44083,Emmanuel,C
44084,Emmanuel,C
44085,Marine,D
44086,Emmanuel,C
44087,Emmanuel,C
44088,Emmanuel,C
44089,Emmanuel,C
44090,Emmanuel,C
44091,Marine,D
44092,Emmanuel,C
44094,Emmanuel,C
44095,Emmanuel,C
44096,Emmanuel,C
44097,Emmanuel,C
44098,Emmanuel,C
44099,Emmanuel,C
44100,Emmanuel,C
44101,Jean-Luc,G
44102,Emmanuel,C
44103,Marine,D
44104,Emmanuel,C
44105,Marine,D
44106,Emmanuel,C
44107,Emmanuel,C
44108,Emmanuel,C
44109,Jean-Luc,G
44110,Emmanuel,C
44111,Jean-Luc,G
44112,Marine,D
44113,Emmanuel,C
44114,Emmanuel,C
44115,Emmanuel,C
44116,Emmanuel,C
44117,Emmanuel,C
44118,Marine,D
44119,Emmanuel,C
44120,Jean-Luc,G
44121,Marine,D
44122,Emmanuel,C
44123,Marine,D
44124,Emmanuel,C
44125,Emmanuel,C
44126,Emmanuel,C
44127,Emmanuel,C
44128,Emmanuel,C
44129,Emmanuel,C
44130,Emmanuel,C
44131,Emmanuel,C
44132,Emmanuel,C
44133,Emmanuel,C
44134,Marine,D
44135,Emmanuel,C
44136,Emmanuel,C
44137,Emmanuel,C
44138,Emmanuel,C
44139,Jean-Luc,G
44140,Emmanuel,C
44141,Emmanuel,C
44142,Emmanuel,C
44143,Jean-Luc,G
44144,Emmanuel,C
44145,Emmanuel,C
44146,Emmanuel,C
44148,Emmanuel,C
44149,Emmanuel,C
44150,Emmanuel,C
44151,Emmanuel,C
44152,Marine,D
44153,Marine,D
44154,Emmanuel,C
44155,Emmanuel,C
44156,Emmanuel,C
44157,Emmanuel,C
44158,Emmanuel,C
44159,Emmanuel,C
44161,Emmanuel,C
44162,Emmanuel,C
44163,Emmanuel,C
44164,Emmanuel,C
44165,Emmanuel,C
44166,Jean-Luc,G
44168,Marine,D
44169,Emmanuel,C
44170,Emmanuel,C
44171,Emmanuel,C
44172,Emmanuel,C
44173,Emmanuel,C
44174,Emmanuel,C
44175,Emmanuel,C
44176,Marine,D
44178,Emmanuel,C
44179,Emmanuel,C
44180,Emmanuel,C
44182,Emmanuel,C
44183,Marine,D
44184,Emmanuel,C
44185,Emmanuel,C
44186,Emmanuel,C
44187,Emmanuel,C
44188,Emmanuel,C
44189,Marine,D
44190,Emmanuel,C
44192,Marine,D
44193,Marine,D
44194,Emmanuel,C
44195,Emmanuel,C
44196,Marine,D
44197,Emmanuel,C
44198,Emmanuel,C
44199,Emmanuel,C
44200,Marine,D
44201,Emmanuel,C
44202,Emmanuel,C
44203,Emmanuel,C
44204,Emmanuel,C
44205,Emmanuel,C
44206,Emmanuel,C
44207,Emmanuel,C
44208,Marine,D
44209,Emmanuel,C
44210,Marine,D
44211,Emmanuel,C
44212,Emmanuel,C
44213,Emmanuel,C
44214,Emmanuel,C
44215,Emmanuel,C
44216,Emmanuel,C
44217,Emmanuel,C
44218,Marine,D
44220,Emmanuel,C
44221,Emmanuel,C
44222,Emmanuel,C
44223,Emmanuel,C
44224,Jean-Luc,G
45001,Marine,D
45002,Marine,D
45004,Emmanuel,C
45005,Marine,D
45006,Emmanuel,C
45008,Marine,D
45009,Marine,D
45010,Marine,D
45011,Marine,D
45012,Marine,D
45013,Emmanuel,C
45014,Emmanuel,C
45015,Marine,D
45016,Marine,D
45017,Marine,D
45018,Marine,D
45019,Emmanuel,C
45020,Emmanuel,C
45021,Marine,D
45022,Marine,D
45023,Marine,D
45024,Emmanuel,C
45025,Marine,D
45026,Marine,D
45027,Marine,D
45028,Emmanuel,C
45029,Marine,D
45030,Marine,D
45031,Marine,D
45032,Marine,D
45033,Marine,D
45034,Emmanuel,C
45035,Marine,D
45036,Marine,D
45037,Marine,D
45038,Emmanuel,C
45039,Marine,D
45040,Marine,D
45041,Marine,D
45042,Marine,D
45043,Emmanuel,C
45044,Marine,D
45045,Marine,D
45046,Marine,D
45047,Marine,D
45049,Marine,D
45050,Marine,D
45051,Marine,D
45052,Emmanuel,C
45053,Marine,D
45054,Marine,D
45055,Marine,D
45056,Marine,D
45058,Marine,D
45059,Marine,D
45060,Marine,D
45061,Marine,D
45062,Marine,D
45063,Marine,D
45064,Marine,D
45065,Marine,D
45066,Marine,D
45067,Emmanuel,C
45068,Jean-Luc,G
45069,Marine,D
45070,Marine,D
45072,Emmanuel,C
45073,Marine,D
45074,Marine,D
45075,Emmanuel,C
45076,Marine,D
45077,Marine,D
45078,Marine,D
45079,Marine,D
45080,Marine,D
45081,Emmanuel,C
45082,Emmanuel,C
45083,Marine,D
45084,Marine,D
45085,Marine,D
45086,Emmanuel,C
45087,Marine,D
45088,Marine,D
45089,Emmanuel,C
45091,Marine,D
45092,Marine,D
45093,Marine,D
45094,Emmanuel,C
45095,Marine,D
45096,Marine,D
45097,Marine,D
45098,Emmanuel,C
45099,Marine,D
45100,Emmanuel,C
45101,Marine,D
45102,Emmanuel,C
45103,Marine,D
45104,Marine,D
45105,Marine,D
45107,Marine,D
45108,Marine,D
45109,Marine,D
45110,Marine,D
45111,Marine,D
45112,Marine,D
45113,Marine,D
45114,Marine,D
45115,Marine,D
45116,Marine,D
45118,Marine,D
45119,Marine,D
45120,Marine,D
45121,Marine,D
45122,Marine,D
45123,Emmanuel,C
45124,Marine,D
45125,Marine,D
45126,Emmanuel,C
45127,Marine,D
45129,Marine,D
45130,Emmanuel,C
45131,Marine,D
45132,Marine,D
45133,Marine,D
45134,Emmanuel,C
45135,Emmanuel,C
45136,Marine,D
45137,Marine,D
45138,Emmanuel,C
45139,Marine,D
45141,Marine,D
45142,Emmanuel,C
45143,Emmanuel,C
45144,Emmanuel,C
45145,Marine,D
45146,Emmanuel,C
45147,Emmanuel,C
45148,Marine,D
45149,Marine,D
45150,Marine,D
45151,Marine,D
45152,Emmanuel,C
45153,Marine,D
45154,Marine,D
45155,Marine,D
45156,Marine,D
45157,Marine,D
45158,Marine,D
45159,Marine,D
45160,Marine,D
45161,Marine,D
45162,Marine,D
45164,Marine,D
45165,Marine,D
45166,Marine,D
45167,Emmanuel,C
45168,Marine,D
45169,Emmanuel,C
45170,Emmanuel,C
45171,Marine,D
45173,Emmanuel,C
45174,Marine,D
45175,Emmanuel,C
45176,Marine,D
45177,Marine,D
45178,Marine,D
45179,Marine,D
45180,Emmanuel,C
45181,Marine,D
45182,Emmanuel,C
45183,Marine,D
45184,Marine,D
45185,Marine,D
45186,Marine,D
45187,Marine,D
45188,Emmanuel,C
45189,Marine,D
45191,Marine,D
45193,Emmanuel,C
45194,Emmanuel,C
45195,Marine,D
45196,Emmanuel,C
45197,Emmanuel,C
45198,Marine,D
45199,Marine,D
45200,Emmanuel,C
45201,Marine,D
45202,Marine,D
45203,Emmanuel,C
45204,Emmanuel,C
45205,Marine,D
45206,Marine,D
45207,Marine,D
45208,Emmanuel,C
45209,Marine,D
45210,Marine,D
45212,Marine,D
45213,Marine,D
45214,Marine,D
45215,Emmanuel,C
45216,Marine,D
45217,Marine,D
45218,Marine,D
45219,Marine,D
45220,Marine,D
45222,Marine,D
45223,Marine,D
45224,Emmanuel,C
45225,Marine,D
45226,Marine,D
45227,Emmanuel,C
45228,Marine,D
45229,Marine,D
45230,Marine,D
45231,Emmanuel,C
45232,Emmanuel,C
45233,Marine,D
45234,Emmanuel,C
45235,Emmanuel,C
45237,Marine,D
45238,Emmanuel,C
45239,Marine,D
45240,Marine,D
45241,Emmanuel,C
45242,Marine,D
45243,Marine,D
45244,Marine,D
45245,Marine,D
45246,Marine,D
45247,Marine,D
45248,Marine,D
45249,Emmanuel,C
45250,Marine,D
45251,Marine,D
45252,Emmanuel,C
45253,Marine,D
45254,Marine,D
45255,Marine,D
45256,Marine,D
45257,Marine,D
45258,Marine,D
45259,Emmanuel,C
45260,Marine,D
45261,Emmanuel,C
45262,Marine,D
45263,Marine,D
45264,Emmanuel,C
45265,Marine,D
45266,Marine,D
45268,Marine,D
45269,Emmanuel,C
45270,Marine,D
45271,Emmanuel,C
45272,Emmanuel,C
45273,Emmanuel,C
45274,Emmanuel,C
45275,Marine,D
45276,Marine,D
45277,Marine,D
45278,Marine,D
45279,Marine,D
45280,Marine,D
45281,Marine,D
45282,Emmanuel,C
45283,Marine,D
45284,Emmanuel,C
45285,Jean-Luc,G
45286,Emmanuel,C
45288,Marine,D
45289,Marine,D
45290,Marine,D
45291,Marine,D
45292,Marine,D
45293,Marine,D
45294,Marine,D
45296,Marine,D
45297,Marine,D
45298,Emmanuel,C
45299,Marine,D
45300,Emmanuel,C
45301,Marine,D
45302,Emmanuel,C
45303,Marine,D
45305,Marine,D
45306,Marine,D
45307,Marine,D
45308,Emmanuel,C
45309,Emmanuel,C
45310,Marine,D
45311,Marine,D
45312,Marine,D
45313,Marine,D
45314,Emmanuel,C
45315,Marine,D
45316,Marine,D
45317,Emmanuel,C
45320,Marine,D
45321,Marine,D
45322,Marine,D
45323,Marine,D
45324,Emmanuel,C
45325,Marine,D
45326,Marine,D
45327,Emmanuel,C
45328,Marine,D
45329,Marine,D
45330,Marine,D
45331,Marine,D
45332,Marine,D
45333,Emmanuel,C
45334,Marine,D
45335,Emmanuel,C
45336,Marine,D
45337,Emmanuel,C
45338,Marine,D
45339,Marine,D
45340,Marine,D
45341,Marine,D
45342,Marine,D
45343,Marine,D
45344,Marine,D
45345,Marine,D
45346,Emmanuel,C
45347,Marine,D
45348,Emmanuel,C
46001,Jean-Luc,G
46002,Marine,D
46003,Jean-Luc,G
46004,Emmanuel,C
46005,Emmanuel,C
46006,Marine,D
46007,Jean-Luc,G
46008,Emmanuel,C
46009,Jean-Luc,G
46010,Jean-Luc,G
46011,Emmanuel,C
46012,Jean-Luc,G
46013,Jean-Luc,G
46015,Emmanuel,C
46016,Marine,D
46017,Emmanuel,C
46018,Emmanuel,C
46020,Jean-Luc,G
46021,Jean-Luc,G
46022,Jean-Luc,G
46023,Marine,D
46024,Marine,D
46026,Emmanuel,C
46027,Emmanuel,C
46028,Marine,D
46029,Jean-Luc,G
46030,Jean-Luc,G
46031,Emmanuel,C
46032,Jean-Luc,G
46033,Jean-Luc,G
46034,Jean-Luc,G
46035,Jean-Luc,G
46036,Jean-Luc,G
46037,Jean-Luc,G
46038,Emmanuel,C
46039,Emmanuel,C
46040,Jean-Luc,G
46041,Jean-Luc,G
46042,Emmanuel,C
46043,Marine,D
46044,Jean-Luc,G
46045,Emmanuel,C
46046,Emmanuel,C
46047,Emmanuel,C
46049,Emmanuel,C
46050,Jean-Luc,G
46051,Jean-Luc,G
46052,Marine,D
46053,Emmanuel,C
46054,Jean-Luc,G
46055,Jean-Luc,G
46056,Jean-Luc,G
46057,Jean-Luc,G
46058,Emmanuel,C
46059,Jean-Luc,G
46060,Emmanuel,C
46061,Marine,D
46062,Marine,D
46063,Emmanuel,C
46064,Jean-Luc,G
46065,Marine,D
46066,Emmanuel,C
46068,Jean-Luc,G
46069,Marine,D
46070,Emmanuel,C
46072,Jean-Luc,G
46073,Jean-Luc,G
46074,Marine,D
46075,Jean-Luc,G
46076,Emmanuel,C
46078,Jean-Luc,G
46079,Marine,D
46080,Marine,D
46081,Jean-Luc,G
46082,Jean-Luc,G
46083,Marine,D
46084,Emmanuel,C
46085,Jean-Luc,G
46086,Emmanuel,C
46087,Marine,D
46088,Emmanuel,C
46089,Emmanuel,C
46090,Jean-Luc,G
46091,Jean-Luc,G
46092,Jean-Luc,G
46093,Emmanuel,C
46094,Jean-Luc,G
46095,Jean-Luc,G
46096,Marine,D
46097,Emmanuel,C
46098,Jean-Luc,G
46100,Jean-Luc,G
46101,Emmanuel,C
46102,Emmanuel,C
46103,Marine,D
46104,Jean-Luc,G
46105,Emmanuel,C
46106,Emmanuel,C
46107,Marine,D
46108,Marine,D
46109,Marine,D
46111,Emmanuel,C
46112,Jean-Luc,G
46113,Marine,D
46114,Emmanuel,C
46115,Emmanuel,C
46116,Emmanuel,C
46117,Jean-Luc,G
46118,Jean-Luc,G
46119,Emmanuel,C
46120,Emmanuel,C
46121,Emmanuel,C
46122,Jean-Luc,G
46123,Emmanuel,C
46124,Emmanuel,C
46125,Emmanuel,C
46126,Jean-Luc,G
46127,Emmanuel,C
46128,Emmanuel,C
46129,Emmanuel,C
46130,Emmanuel,C
46131,Emmanuel,C
46132,Jean-Luc,G
46133,Jean-Luc,G
46134,Jean-Luc,G
46135,Emmanuel,C
46136,Jean-Luc,G
46137,Marine,D
46138,Emmanuel,C
46139,Jean-Luc,G
46140,Jean-Luc,G
46142,Marine,D
46143,Jean-Luc,G
46144,Emmanuel,C
46145,Emmanuel,C
46146,Emmanuel,C
46147,Emmanuel,C
46148,Jean-Luc,G
46149,Emmanuel,C
46151,Jean-Luc,G
46152,Jean-Luc,G
46153,Emmanuel,C
46154,Marine,D
46155,Emmanuel,C
46156,Jean-Luc,G
46157,Emmanuel,C
46159,Jean-Luc,G
46160,Emmanuel,C
46161,Jean,C
46162,Jean-Luc,G
46163,Jean-Luc,G
46164,Jean-Luc,G
46165,Marine,D
46167,Emmanuel,C
46168,Jean-Luc,G
46169,Marine,D
46170,Jean-Luc,G
46171,Jean-Luc,G
46172,Marine,D
46173,Jean-Luc,G
46174,Emmanuel,C
46175,Emmanuel,C
46176,Jean-Luc,G
46177,Emmanuel,C
46178,Emmanuel,C
46179,Jean-Luc,G
46180,Jean-Luc,G
46181,Emmanuel,C
46182,Emmanuel,C
46183,Jean-Luc,G
46184,Jean-Luc,G
46185,Emmanuel,C
46186,Jean-Luc,G
46187,Marine,D
46188,Jean-Luc,G
46189,Emmanuel,C
46190,Jean-Luc,G
46191,Emmanuel,C
46192,Emmanuel,C
46193,Emmanuel,C
46194,Emmanuel,C
46195,Emmanuel,C
46196,Emmanuel,C
46197,Marine,D
46198,Emmanuel,C
46199,Emmanuel,C
46200,Marine,D
46201,Emmanuel,C
46202,Emmanuel,C
46203,Emmanuel,C
46204,Jean-Luc,G
46205,Emmanuel,C
46206,Emmanuel,C
46207,Emmanuel,C
46208,Jean-Luc,G
46209,Emmanuel,C
46210,Marine,D
46211,Emmanuel,C
46212,Emmanuel,C
46213,Emmanuel,C
46214,Emmanuel,C
46215,Emmanuel,C
46216,Emmanuel,C
46217,Marine,D
46218,Emmanuel,C
46219,Marine,D
46220,Marine,D
46221,Emmanuel,C
46222,Jean-Luc,G
46223,Jean-Luc,G
46224,Emmanuel,C
46225,Emmanuel,C
46226,Jean-Luc,G
46227,Jean-Luc,G
46228,Emmanuel,C
46229,Marine,D
46230,Emmanuel,C
46231,Emmanuel,C
46232,Emmanuel,C
46233,Jean-Luc,G
46234,Jean-Luc,G
46235,Emmanuel,C
46236,Emmanuel,C
46237,Emmanuel,C
46238,Emmanuel,C
46239,Marine,D
46240,Emmanuel,C
46241,Emmanuel,C
46242,Emmanuel,C
46243,Emmanuel,C
46244,Emmanuel,C
46245,Marine,D
46246,Emmanuel,C
46247,Emmanuel,C
46249,Jean-Luc,G
46250,Emmanuel,C
46251,Emmanuel,C
46252,Jean-Luc,G
46253,Jean-Luc,G
46254,Emmanuel,C
46255,Jean-Luc,G
46256,Emmanuel,C
46257,Marine,D
46258,Jean-Luc,G
46259,Emmanuel,C
46260,Jean-Luc,G
46262,Jean-Luc,G
46263,Emmanuel,C
46264,Jean-Luc,G
46265,Marine,D
46266,Emmanuel,C
46267,Emmanuel,C
46268,Jean-Luc,G
46269,Jean,C
46270,Jean-Luc,G
46271,Emmanuel,C
46272,Jean-Luc,G
46273,Emmanuel,C
46276,Emmanuel,C
46277,Marine,D
46279,Emmanuel,C
46280,Jean-Luc,G
46281,Emmanuel,C
46282,Marine,D
46283,Jean-Luc,G
46284,Emmanuel,C
46286,Emmanuel,C
46288,Jean-Luc,G
46289,Jean-Luc,G
46290,Emmanuel,C
46292,Jean-Luc,G
46293,Emmanuel,C
46294,Jean-Luc,G
46295,Emmanuel,C
46296,Emmanuel,C
46297,Jean-Luc,G
46299,Jean-Luc,G
46301,Emmanuel,C
46302,Jean,C
46303,Emmanuel,C
46304,Emmanuel,C
46305,Emmanuel,C
46306,Jean-Luc,G
46307,Marine,D
46308,Jean-Luc,G
46309,Emmanuel,C
46310,Emmanuel,C
46311,Emmanuel,C
