Code géographique,Elu,Orientation
24018,Emmanuel,C
24019,Emmanuel,C
24020,Emmanuel,C
24021,Emmanuel,C
24022,Jean-Luc,G
24023,Marine,D
24024,Emmanuel,C
24025,Jean-Luc,G
24026,Marine,D
24027,Marine,D
24028,Emmanuel,C
24029,Marine,D
24030,Marine,D
24031,Marine,D
24032,Marine,D
24034,Jean-Luc,G
24035,Jean-Luc,G
24036,Emmanuel,C
24037,Emmanuel,C
24038,Marine,D
24039,Jean-Luc,G
24040,Emmanuel,C
24042,Marine,D
24043,Jean,C
24045,Emmanuel,C
24046,Emmanuel,C
24048,Marine,D
24050,Emmanuel,C
24051,Marine,D
24052,Marine,D
24053,Emmanuel,C
24054,Marine,D
24055,Jean-Luc,G
24056,Jean-Luc,G
24057,Marine,D
24058,Marine,D
24059,Marine,D
24060,Emmanuel,C
24061,Jean-Luc,G
24062,Marine,D
24063,Emmanuel,C
24064,Marine,D
24066,Jean-Luc,G
24067,Marine,D
24068,Jean-Luc,G
24069,Marine,D
24070,Jean-Luc,G
24071,Marine,D
24073,Emmanuel,C
24074,Emmanuel,C
24075,Jean-Luc,G
24076,Emmanuel,C
24077,Marine,D
24080,Emmanuel,C
24081,Emmanuel,C
24082,Jean-Luc,G
24083,Marine,D
24084,Jean-Luc,G
24085,Marine,D
24086,Jean-Luc,G
24087,Emmanuel,C
24088,Marine,D
24090,Marine,D
24091,Emmanuel,C
24094,Marine,D
24095,Marine,D
24096,Emmanuel,C
24097,Marine,D
24098,Emmanuel,C
24100,Marine,D
24101,Marine,D
24102,Emmanuel,C
24104,Jean-Luc,G
24105,Marine,D
24106,Emmanuel,C
24107,Jean-Luc,G
24108,Marine,D
24109,Marine,D
24110,Emmanuel,C
24111,Emmanuel,C
24113,Marine,D
24114,Marine,D
24115,Emmanuel,C
24116,Marine,D
24117,Emmanuel,C
24119,Marine,D
24120,Emmanuel,C
24121,Emmanuel,C
24122,Marine,D
24123,Marine,D
24124,Emmanuel,C
24126,Marine,D
24128,Marine,D
24129,Marine,D
24130,Nathalie,G
24131,Marine,D
24132,Emmanuel,C
24133,Marine,D
24134,Marine,D
24135,Emmanuel,C
24136,Marine,D
24137,Jean-Luc,G
24138,Emmanuel,C
24139,Marine,D
24140,Marine,D
24141,Marine,D
24142,Emmanuel,C
24143,Marine,D
24144,Jean-Luc,G
24145,Marine,D
24146,Jean-Luc,G
24147,Marine,D
24148,Marine,D
24150,Emmanuel,C
24151,Emmanuel,C
24152,Emmanuel,C
24153,Emmanuel,C
24154,Jean-Luc,G
24155,Marine,D
24156,Marine,D
24157,Marine,D
24158,Marine,D
24159,Marine,D
24160,Marine,D
24161,Jean-Luc,G
24162,Marine,D
24163,Marine,D
24164,Emmanuel,C
24165,Marine,D
24167,Emmanuel,C
24168,Marine,D
24171,Marine,D
24172,Jean-Luc,G
24174,Emmanuel,C
24175,Emmanuel,C
24176,Jean-Luc,G
24177,Marine,D
24179,Marine,D
24180,Marine,D
24182,Marine,D
24183,Jean-Luc,G
24184,Emmanuel,C
24186,Marine,D
24188,Marine,D
24189,Marine,D
24190,Emmanuel,C
24191,Marine,D
24192,Emmanuel,C
24193,Emmanuel,C
24194,Marine,D
24195,Jean-Luc,G
24196,Marine,D
24197,Emmanuel,C
24199,Emmanuel,C
24200,Jean-Luc,G
24202,Emmanuel,C
24205,Marine,D
24206,Marine,D
24207,Marine,D
24208,Marine,D
24209,Marine,D
24210,Marine,D
24211,Jean-Luc,G
24212,Marine,D
24213,Marine,D
24214,Marine,D
24215,Emmanuel,C
24216,Emmanuel,C
24217,Marine,D
24218,Marine,D
24220,Marine,D
24221,Jean-Luc,G
24222,Marine,D
24223,Marine,D
24224,Marine,D
24225,Marine,D
24226,Marine,D
24227,Emmanuel,C
24228,Marine,D
24229,Marine,D
24230,Jean-Luc,G
24231,Marine,D
24232,Marine,D
24234,Jean-Luc,G
24236,Marine,D
24237,Marine,D
24238,Marine,D
24240,Emmanuel,C
24241,Jean-Luc,G
24242,Marine,D
24243,Marine,D
24244,Marine,D
24245,Emmanuel,C
24246,Marine,D
24247,Marine,D
24248,Marine,D
24251,Emmanuel,C
24252,Marine,D
24253,Marine,D
24254,Emmanuel,C
24255,Emmanuel,C
24256,Marine,D
24257,Marine,D
24259,Marine,D
24260,Emmanuel,C
24261,Jean-Luc,G
24262,Emmanuel,C
24263,Emmanuel,C
24264,Marine,D
24266,Marine,D
24267,Marine,D
24268,Jean-Luc,G
24269,Marine,D
24271,Marine,D
24272,Marine,D
24273,Marine,D
24274,Emmanuel,C
24276,Emmanuel,C
24277,Marine,D
24278,Marine,D
24279,Emmanuel,C
24280,Emmanuel,C
24281,Emmanuel,C
24282,Marine,D
24284,Marine,D
24285,Jean-Luc,G
24286,Emmanuel,C
24287,Emmanuel,C
24288,Marine,D
24289,Marine,D
24290,Jean-Luc,G
24291,Jean-Luc,G
24292,Marine,D
24293,Marine,D
24294,Marine,D
24295,Marine,D
24296,Marine,D
24297,Marine,D
24299,Marine,D
24300,Marine,D
24301,Marine,D
24302,Emmanuel,C
24303,Emmanuel,C
24304,Marine,D
24305,Emmanuel,C
24306,Emmanuel,C
24307,Marine,D
24308,Marine,D
24309,Marine,D
24311,Marine,D
24312,Marine,D
24313,Marine,D
24316,Marine,D
24317,Emmanuel,C
24318,Emmanuel,C
24319,Marine,D
24320,Marine,D
24321,Marine,D
24322,Emmanuel,C
24323,Emmanuel,C
24324,Marine,D
24325,Marine,D
24326,Jean-Luc,G
24327,Jean-Luc,G
24328,Emmanuel,C
24329,Marine,D
24330,Jean-Luc,G
24331,Emmanuel,C
24334,Emmanuel,C
24335,Marine,D
24336,Jean-Luc,G
24337,Emmanuel,C
24338,Marine,D
24339,Jean-Luc,G
24340,Marine,D
24341,Emmanuel,C
24345,Marine,D
24346,Marine,D
24347,Emmanuel,C
24348,Marine,D
24349,Marine,D
24350,Marine,D
24351,Marine,D
24352,Marine,D
24353,Emmanuel,C
24354,Marine,D
24355,Emmanuel,C
24356,Marine,D
24357,Marine,D
24359,Marine,D
24360,Jean-Luc,G
24361,Marine,D
24362,Emmanuel,C
24364,Jean-Luc,G
24365,Marine,D
24366,Jean-Luc,G
24367,Marine,D
24370,Marine,D
24371,Jean-Luc,G
24372,Marine,D
24373,Marine,D
24374,Marine,D
24375,Emmanuel,C
24376,Emmanuel,C
24377,Emmanuel,C
24378,Marine,D
24379,Emmanuel,C
24380,Marine,D
24381,Jean-Luc,G
24382,Marine,D
24383,Marine,D
24384,Emmanuel,C
24385,Marine,D
24386,Emmanuel,C
24388,Emmanuel,C
24390,Marine,D
24392,Emmanuel,C
24393,Emmanuel,C
24394,Marine,D
24395,Marine,D
24396,Emmanuel,C
24397,Emmanuel,C
24398,Marine,D
24399,Marine,D
24401,Emmanuel,C
24403,Marine,D
24404,Marine,D
24405,Emmanuel,C
24406,Jean-Luc,G
24407,Marine,D
24408,Marine,D
24409,Marine,D
24410,Marine,D
24411,Marine,D
24412,Emmanuel,C
24413,Marine,D
24414,Jean-Luc,G
24415,Marine,D
24416,Jean-Luc,G
24417,Jean-Luc,G
24418,Marine,D
24419,Marine,D
24420,Marine,D
24421,Jean-Luc,G
24422,Marine,D
24423,Marine,D
24424,Marine,D
24425,Emmanuel,C
24426,Emmanuel,C
24428,Marine,D
24429,Marine,D
24432,Jean-Luc,G
24434,Jean-Luc,G
24436,Marine,D
24437,Emmanuel,C
24438,Jean-Luc,G
24441,Jean-Luc,G
24442,Marine,D
24443,Jean-Luc,G
24444,Marine,D
24445,Marine,D
24446,Emmanuel,C
24448,Emmanuel,C
24449,Marine,D
24450,Marine,D
24451,Marine,D
24452,Emmanuel,C
24453,Emmanuel,C
24454,Marine,D
24455,Marine,D
24456,Marine,D
24457,Emmanuel,C
24458,Jean-Luc,G
24459,Jean-Luc,G
24460,Marine,D
24461,Marine,D
24462,Marine,D
24463,Emmanuel,C
24464,Marine,D
24465,Marine,D
24466,Marine,D
24468,Emmanuel,C
24470,Jean-Luc,G
24471,Emmanuel,C
24472,Marine,D
24473,Emmanuel,C
24474,Marine,D
24476,Jean-Luc,G
24477,Jean-Luc,G
24478,Marine,D
24479,Marine,D
24480,Marine,D
24481,Marine,D
24482,Marine,D
24483,Marine,D
24484,Marine,D
24485,Marine,D
24486,Jean-Luc,G
24487,Marine,D
24488,Marine,D
24489,Marine,D
24490,Marine,D
24491,Marine,D
24492,Marine,D
24493,Emmanuel,C
24494,Marine,D
24495,Emmanuel,C
24496,Marine,D
24498,Emmanuel,C
24499,Emmanuel,C
24500,Marine,D
24501,Marine,D
24502,Marine,D
24504,Emmanuel,C
24505,Emmanuel,C
24507,Marine,D
24508,Jean-Luc,G
24509,Marine,D
24510,Emmanuel,C
24511,Marine,D
24512,Marine,D
24513,Marine,D
24514,Marine,D
24515,Jean-Luc,G
24516,Marine,D
24517,Marine,D
24518,Marine,D
24519,Marine,D
24520,Emmanuel,C
24521,Marine,D
24522,Marine,D
24523,Emmanuel,C
24524,Jean-Luc,G
24525,Marine,D
24526,Emmanuel,C
24527,Marine,D
24528,Emmanuel,C
24529,Marine,D
24531,Emmanuel,C
24532,Marine,D
24533,Marine,D
24534,Marine,D
24535,Marine,D
24536,Marine,D
24537,Marine,D
24538,Marine,D
24540,Emmanuel,C
24541,Emmanuel,C
24542,Marine,D
24543,Marine,D
24544,Jean-Luc,G
24545,Emmanuel,C
24546,Emmanuel,C
24547,Marine,D
24548,Marine,D
24549,Marine,D
24550,Marine,D
24551,Marine,D
24552,Marine,D
24553,Marine,D
24554,Marine,D
24555,Marine,D
24557,Emmanuel,C
24558,Marine,D
24559,Jean-Luc,G
24560,Emmanuel,C
24562,Emmanuel,C
24563,Jean-Luc,G
24564,Marine,D
24565,Marine,D
24566,Marine,D
24567,Marine,D
24568,Marine,D
24569,Marine,D
24570,Emmanuel,C
24571,Marine,D
24572,Jean-Luc,G
24573,Emmanuel,C
24574,Jean-Luc,G
24575,Jean-Luc,G
24576,Marine,D
24577,Emmanuel,C
24580,Jean-Luc,G
24581,Emmanuel,C
24582,Marine,D
24584,Marine,D
24585,Marine,D
24586,Marine,D
24587,Emmanuel,C
25001,Marine,D
25002,Emmanuel,C
25003,Marine,D
25004,Marine,D
25005,Marine,D
25006,Marine,D
25007,Marine,D
25008,Marine,D
25009,Marine,D
25011,Marine,D
25012,Emmanuel,C
25013,Marine,D
25014,Marine,D
25015,Emmanuel,C
25016,Marine,D
25017,Emmanuel,C
25018,Marine,D
25019,Marine,D
25020,Marine,D
25021,Emmanuel,C
25022,Marine,D
25024,Emmanuel,C
25025,Emmanuel,C
25026,Emmanuel,C
25029,Marine,D
25030,Emmanuel,C
25031,Jean-Luc,G
25032,Marine,D
25033,Marine,D
25035,Emmanuel,C
25036,Emmanuel,C
25038,Emmanuel,C
25039,Emmanuel,C
25040,Marine,D
25041,Marine,D
25042,Emmanuel,C
25043,Marine,D
25044,Emmanuel,C
25045,Marine,D
25046,Marine,D
25047,Emmanuel,C
25048,Marine,D
25049,Marine,D
25050,Emmanuel,C
25051,Marine,D
25052,Emmanuel,C
25053,Emmanuel,C
25054,Emmanuel,C
25055,Marine,D
25056,Jean-Luc,G
25057,Jean-Luc,G
25058,Jean-Luc,G
25059,Marine,D
25060,Emmanuel,C
25061,Marine,D
25062,Emmanuel,C
25063,Marine,D
25065,Emmanuel,C
25066,Marine,D
25067,Marine,D
25070,Emmanuel,C
25071,Marine,D
25072,Emmanuel,C
25073,Marine,D
25074,Marine,D
25075,Emmanuel,C
25077,Marine,D
25078,Marine,D
25079,Marine,D
25082,Marine,D
25083,Marine,D
25084,Emmanuel,C
25085,Emmanuel,C
25086,Emmanuel,C
25087,Marine,D
25088,Marine,D
25089,Emmanuel,C
25090,Emmanuel,C
25091,Marine,D
25092,Jean-Luc,G
25093,Emmanuel,C
25094,Emmanuel,C
25095,Marine,D
25096,Emmanuel,C
25097,Emmanuel,C
25098,Jean-Luc,G
25099,Emmanuel,C
25100,Marine,D
25101,Marine,D
25102,Jean,C
25103,Emmanuel,C
25104,Jean-Luc,G
25105,Marine,D
25106,Emmanuel,C
25107,Marine,D
25108,Emmanuel,C
25109,Marine,D
25110,Emmanuel,C
25111,Marine,D
25112,Emmanuel,C
25113,Marine,D
25114,Marine,D
25115,Emmanuel,C
25116,Emmanuel,C
25117,Marine,D
25119,Marine,D
25120,Emmanuel,C
25121,Jean-Luc,G
25122,Marine,D
25124,Emmanuel,C
25125,Marine,D
25126,Marine,D
25127,Emmanuel,C
25129,Marine,D
25130,Emmanuel,C
25131,Emmanuel,C
25132,Marine,D
25133,Emmanuel,C
25136,Emmanuel,C
25138,Marine,D
25139,Emmanuel,C
25141,Marine,D
25142,Emmanuel,C
25143,Marine,D
25145,Emmanuel,C
25147,Emmanuel,C
25148,Emmanuel,C
25149,Emmanuel,C
25150,Emmanuel,C
25151,Marine,D
25152,Marine,D
25153,Emmanuel,C
25154,Emmanuel,C
25155,Emmanuel,C
25156,Marine,D
25157,Emmanuel,C
25159,Marine,D
25160,Emmanuel,C
25161,Emmanuel,C
25162,Marine,D
25163,Marine,D
25164,Marine,D
25166,Emmanuel,C
25170,Emmanuel,C
25171,Emmanuel,C
25172,Marine,D
25173,Marine,D
25174,Marine,D
25175,Marine,D
25176,Marine,D
25177,Marine,D
25178,Marine,D
25179,Jean,C
25180,Jean-Luc,G
25181,Marine,D
25182,Marine,D
25183,Marine,D
25184,Marine,D
25185,Emmanuel,C
25186,Emmanuel,C
25187,Marine,D
25188,Marine,D
25189,Marine,D
25190,Marine,D
25191,Marine,D
25192,Marine,D
25193,Emmanuel,C
25194,Marine,D
25195,Emmanuel,C
25196,Marine,D
25197,Marine,D
25198,Marine,D
25199,Emmanuel,C
25200,Emmanuel,C
25201,Emmanuel,C
25202,Marine,D
25203,Emmanuel,C
25204,Emmanuel,C
25207,Marine,D
25208,Emmanuel,C
25209,Emmanuel,C
25210,Marine,D
25211,Marine,D
25212,Emmanuel,C
25213,Emmanuel,C
25214,Marine,D
25215,Marine,D
25216,Emmanuel,C
25217,Emmanuel,C
25218,Emmanuel,C
25219,Emmanuel,C
25220,Emmanuel,C
25221,Emmanuel,C
25222,Emmanuel,C
25223,Marine,D
25224,Marine,D
25225,Marine,D
25226,Marine,D
25227,Marine,D
25228,Marine,D
25229,Emmanuel,C
25230,Marine,D
25231,Marine,D
25232,Marine,D
25233,Emmanuel,C
25234,Emmanuel,C
25235,Marine,D
25236,Emmanuel,C
25237,Marine,D
25238,Marine,D
25239,Marine,D
25240,Emmanuel,C
25241,Emmanuel,C
25242,Marine,D
25243,Marine,D
25244,Emmanuel,C
25245,Emmanuel,C
25246,Marine,D
25247,Marine,D
25248,Emmanuel,C
25249,Marine,D
25251,Emmanuel,C
25252,Emmanuel,C
25253,Marine,D
25254,Emmanuel,C
25255,Emmanuel,C
25256,Marine,D
25257,Emmanuel,C
25258,Emmanuel,C
25259,Marine,D
25261,Jean-Luc,G
25262,Emmanuel,C
25263,Marine,D
25264,Marine,D
25265,Emmanuel,C
25266,Marine,D
25267,Emmanuel,C
25268,Marine,D
25269,Marine,D
25270,Emmanuel,C
25271,Emmanuel,C
25273,Jean-Luc,G
25274,Marine,D
25275,Marine,D
25276,Emmanuel,C
25277,Marine,D
25278,Emmanuel,C
25279,Marine,D
25280,Marine,D
25281,Marine,D
25282,Emmanuel,C
25283,Marine,D
25284,Jean-Luc,G
25285,Emmanuel,C
25286,Marine,D
25287,Emmanuel,C
25288,Emmanuel,C
25289,Marine,D
25290,Marine,D
25293,Emmanuel,C
25295,Emmanuel,C
25296,Emmanuel,C
25297,Emmanuel,C
25298,Marine,D
25299,Marine,D
25300,Emmanuel,C
25301,Emmanuel,C
25303,Marine,D
25304,Marine,D
25305,Emmanuel,C
25306,Marine,D
25307,Emmanuel,C
25308,Emmanuel,C
25309,Emmanuel,C
25310,Jean-Luc,G
25311,Marine,D
25312,Marine,D
25313,Marine,D
25314,Marine,D
25315,Marine,D
25316,Marine,D
25317,Marine,D
25318,Emmanuel,C
25320,Emmanuel,C
25321,Emmanuel,C
25322,Marine,D
25323,Marine,D
25324,Marine,D
25325,Emmanuel,C
25326,Marine,D
25327,Marine,D
25328,Emmanuel,C
25329,Emmanuel,C
25330,Jean-Luc,G
25331,Marine,D
25332,Marine,D
25333,Emmanuel,C
25334,Marine,D
25335,Marine,D
25336,Jean-Luc,G
25338,Emmanuel,C
25339,Emmanuel,C
25340,Marine,D
25341,Marine,D
25342,Emmanuel,C
25343,Marine,D
25344,Valérie,D
25345,Marine,D
25346,Emmanuel,C
25347,Marine,D
25348,Emmanuel,C
25349,Marine,D
25350,Marine,D
25351,Emmanuel,C
25354,Marine,D
25355,Emmanuel,C
25356,Emmanuel,C
25357,Emmanuel,C
25359,Emmanuel,C
25360,Jean-Luc,G
25361,Emmanuel,C
25362,Emmanuel,C
25364,Emmanuel,C
25365,Marine,D
25366,Emmanuel,C
25367,Marine,D
25368,Emmanuel,C
25369,Emmanuel,C
25370,Marine,D
25371,Emmanuel,C
25372,Marine,D
25373,Emmanuel,C
25374,Marine,D
25375,Emmanuel,C
25376,Marine,D
25377,Emmanuel,C
25378,Marine,D
25379,Jean-Luc,G
25380,Emmanuel,C
25381,Emmanuel,C
25382,Emmanuel,C
25383,Marine,D
25384,Marine,D
25385,Marine,D
25386,Emmanuel,C
25387,Marine,D
25388,Jean-Luc,G
25389,Emmanuel,C
25390,Marine,D
25391,Emmanuel,C
25392,Emmanuel,C
25393,Marine,D
25394,Marine,D
25395,Emmanuel,C
25397,Emmanuel,C
25398,Emmanuel,C
25400,Emmanuel,C
25401,Marine,D
25402,Valérie,D
25403,Emmanuel,C
25404,Emmanuel,C
25405,Emmanuel,C
25406,Emmanuel,C
25408,Marine,D
25410,Emmanuel,C
25411,Emmanuel,C
25413,Emmanuel,C
25414,Marine,D
25415,Jean-Luc,G
25416,Emmanuel,C
25417,Emmanuel,C
25418,Emmanuel,C
25419,Marine,D
25420,Jean-Luc,G
25421,Emmanuel,C
25422,Emmanuel,C
25424,Emmanuel,C
25425,Emmanuel,C
25426,Marine,D
25427,Emmanuel,C
25428,Marine,D
25429,Marine,D
25430,Emmanuel,C
25431,Marine,D
25432,Emmanuel,C
25433,Marine,D
25434,Emmanuel,C
25435,Marine,D
25436,Marine,D
25437,Emmanuel,C
25438,Emmanuel,C
25439,Marine,D
25440,Marine,D
25441,Emmanuel,C
25442,Emmanuel,C
25443,Marine,D
25444,Marine,D
25445,Jean-Luc,G
25446,Emmanuel,C
25447,Marine,D
25448,Emmanuel,C
25449,Emmanuel,C
25450,Emmanuel,C
25451,Emmanuel,C
25452,Marine,D
25453,Marine,D
25454,Emmanuel,C
25455,Emmanuel,C
25456,Marine,D
25457,Emmanuel,C
25458,Emmanuel,C
25459,Emmanuel,C
25460,Emmanuel,C
25461,Marine,D
25462,Emmanuel,C
25463,Marine,D
25464,Emmanuel,C
25465,Marine,D
25466,Marine,D
25467,Emmanuel,C
25468,Marine,D
25469,Marine,D
25470,Marine,D
25471,Marine,D
25472,Emmanuel,C
25473,Jean-Luc,G
25474,Emmanuel,C
25475,Emmanuel,C
25476,Marine,D
25477,Emmanuel,C
25478,Marine,D
25479,Marine,D
25481,Marine,D
25482,Emmanuel,C
25483,Jean-Luc,G
25485,Marine,D
25486,Emmanuel,C
25487,Emmanuel,C
25488,Emmanuel,C
25489,Emmanuel,C
25490,Emmanuel,C
25491,Marine,D
25492,Emmanuel,C
25493,Emmanuel,C
25494,Emmanuel,C
25495,Emmanuel,C
25496,Marine,D
25497,Marine,D
25498,Marine,D
25499,Marine,D
25500,Emmanuel,C
25501,Nicolas,D
25502,Marine,D
25503,Marine,D
25504,Marine,D
25505,Marine,D
25506,Marine,D
25507,Marine,D
25508,Marine,D
25510,Marine,D
25511,Marine,D
25512,Marine,D
25513,Marine,D
25514,Emmanuel,C
25515,Emmanuel,C
25516,Marine,D
25517,Emmanuel,C
25518,Marine,D
25519,Marine,D
25520,Marine,D
25521,Marine,D
25522,Emmanuel,C
25523,Marine,D
25524,Marine,D
25525,Emmanuel,C
25526,Marine,D
25527,Marine,D
25528,Marine,D
25529,Emmanuel,C
25532,Emmanuel,C
25533,Jean-Luc,G
25534,Emmanuel,C
25535,Marine,D
25536,Emmanuel,C
25537,Emmanuel,C
25538,Marine,D
25539,Marine,D
25540,Marine,D
25541,Marine,D
25542,Emmanuel,C
25544,Marine,D
25545,Emmanuel,C
25546,Emmanuel,C
25547,Marine,D
25548,Marine,D
25549,Emmanuel,C
25550,Marine,D
25551,Marine,D
25552,Marine,D
25553,Marine,D
25554,Emmanuel,C
25555,Emmanuel,C
25556,Marine,D
25557,Emmanuel,C
25558,Emmanuel,C
25559,Marine,D
25560,Emmanuel,C
25561,Emmanuel,C
25562,Marine,D
25563,Marine,D
25564,Emmanuel,C
25565,Emmanuel,C
25566,Emmanuel,C
25567,Emmanuel,C
25569,Emmanuel,C
25570,Yannick,G
25571,Emmanuel,C
25572,Marine,D
25573,Emmanuel,C
25574,Marine,D
25575,Marine,D
25578,Emmanuel,C
25579,Marine,D
25580,Jean-Luc,G
25582,Emmanuel,C
25583,Emmanuel,C
25584,Emmanuel,C
25586,Marine,D
25588,Marine,D
25589,Emmanuel,C
25590,Marine,D
25591,Marine,D
25592,Emmanuel,C
25594,Emmanuel,C
25595,Marine,D
25596,Marine,D
25597,Marine,D
25598,Marine,D
25599,Marine,D
25600,Emmanuel,C
25601,Marine,D
25602,Emmanuel,C
25604,Marine,D
25605,Emmanuel,C
25607,Emmanuel,C
25608,Marine,D
25609,Marine,D
25611,Emmanuel,C
25612,Emmanuel,C
25613,Marine,D
25614,Marine,D
25615,Marine,D
25616,Marine,D
25617,Marine,D
25618,Marine,D
25619,Emmanuel,C
25620,Emmanuel,C
25621,Emmanuel,C
25622,Emmanuel,C
25623,Marine,D
25624,Marine,D
25625,Emmanuel,C
25626,Emmanuel,C
25627,Marine,D
25629,Jean-Luc,G
25630,Marine,D
25631,Emmanuel,C
25632,Marine,D
25633,Marine,D
25634,Emmanuel,C
25635,Marine,D
26001,Jean-Luc,G
26002,Marine,D
26003,Marine,D
26004,Emmanuel,C
26005,Marine,D
26006,Jean-Luc,G
26007,Emmanuel,C
26008,Marine,D
26009,Marine,D
26010,Marine,D
26011,Jean-Luc,G
26012,Emmanuel,C
26013,Jean-Luc,G
26014,Marine,D
26015,Jean-Luc,G
26016,Marine,D
26017,Jean-Luc,G
26018,Éric,D
26019,Jean-Luc,G
26020,Jean-Luc,G
26021,Jean-Luc,G
26022,Jean-Luc,G
26023,Marine,D
26024,Marine,D
26025,Jean-Luc,G
26026,Jean-Luc,G
26027,Jean-Luc,G
26028,Marine,D
26030,Jean-Luc,G
26031,Marine,D
26032,Emmanuel,C
26033,Marine,D
26034,Marine,D
26035,Jean-Luc,G
26036,Jean-Luc,G
26037,Emmanuel,C
26038,Marine,D
26039,Marine,D
26040,Emmanuel,C
26041,Marine,D
26042,Emmanuel,C
26043,Jean-Luc,G
26045,Marine,D
26046,Jean-Luc,G
26047,Jean-Luc,G
26048,Jean-Luc,G
26049,Marine,D
26050,Jean-Luc,G
26051,Jean-Luc,G
26052,Marine,D
26054,Marine,D
26055,Jean-Luc,G
26056,Jean-Luc,G
26057,Marine,D
26058,Emmanuel,C
26059,Marine,D
26060,Jean-Luc,G
26061,Emmanuel,C
26062,Jean,C
26063,Jean-Luc,G
26064,Emmanuel,C
26065,Emmanuel,C
26066,Emmanuel,C
26067,Jean-Luc,G
26068,Marine,D
26069,Jean-Luc,G
26070,Marine,D
26071,Marine,D
26072,Emmanuel,C
26073,Emmanuel,C
26074,Jean-Luc,G
26075,Emmanuel,C
26076,Jean-Luc,G
26077,Marine,D
26078,Marine,D
26079,Emmanuel,C
26080,Jean-Luc,G
26081,Jean-Luc,G
26082,Emmanuel,C
26083,Marine,D
26084,Marine,D
26085,Marine,D
26086,Jean-Luc,G
26087,Emmanuel,C
26088,Marine,D
26089,Marine,D
26090,Jean-Luc,G
26091,Emmanuel,C
26092,Marine,D
26093,Marine,D
26094,Marine,D
26095,Marine,D
26096,Marine,D
26097,Emmanuel,C
26098,Jean-Luc,G
26099,Marine,D
26100,Jean-Luc,G
26101,Jean-Luc,G
26102,Emmanuel,C
26103,Emmanuel,C
26104,Jean-Luc,G
26105,Jean-Luc,G
26106,Marine,D
26107,Marine,D
26108,Jean-Luc,G
26110,Emmanuel,C
26111,Jean-Luc,G
26112,Jean-Luc,G
26113,Jean-Luc,G
26114,Jean-Luc,G
26115,Jean-Luc,G
26116,Marine,D
26117,Jean-Luc,G
26118,Marine,D
26119,Marine,D
26121,Marine,D
26122,Jean-Luc,G
26123,Jean-Luc,G
26124,Emmanuel,C
26125,Jean-Luc,G
26126,Jean-Luc,G
26127,Jean-Luc,G
26128,Jean-Luc,G
26129,Marine,D
26130,Marine,D
26131,Jean-Luc,G
26133,Emmanuel,C
26134,Jean-Luc,G
26135,Marine,D
26136,Jean-Luc,G
26137,Jean-Luc,G
26138,Marine,D
26139,Emmanuel,C
26140,Emmanuel,C
26141,Jean-Luc,G
26142,Jean-Luc,G
26143,Marine,D
26144,Jean-Luc,G
26145,Marine,D
26146,Emmanuel,C
26147,Marine,D
26148,Marine,D
26149,Marine,D
26150,Yannick,G
26152,Emmanuel,C
26153,Emmanuel,C
26154,Marine,D
26155,Marine,D
26156,Emmanuel,C
26157,Marine,D
26159,Emmanuel,C
26160,Marine,D
26161,Marine,D
26162,Marine,D
26163,Emmanuel,C
26164,Emmanuel,C
26165,Marine,D
26166,Marine,D
26167,Jean-Luc,G
26168,Jean-Luc,G
26169,Marine,D
26170,Emmanuel,C
26171,Jean-Luc,G
26172,Marine,D
26173,Emmanuel,C
26174,Marine,D
26175,Jean-Luc,G
26176,Emmanuel,C
26177,Emmanuel,C
26178,Jean-Luc,G
26179,Emmanuel,C
26180,Emmanuel,C
26181,Marine,D
26182,Marine,D
26183,Jean-Luc,G
26185,Emmanuel,C
26186,Jean-Luc,G
26188,Jean-Luc,G
26189,Jean-Luc,G
26190,Jean-Luc,G
26191,Marine,D
26192,Marine,D
26193,Jean-Luc,G
26194,Marine,D
26195,Marine,D
26196,Emmanuel,C
26197,Emmanuel,C
26198,Emmanuel,C
26199,Fabien,G
26200,Jean-Luc,G
26201,Jean-Luc,G
26202,Jean-Luc,G
26203,Emmanuel,C
26204,Marine,D
26205,Jean-Luc,G
26206,Emmanuel,C
26207,Marine,D
26208,Emmanuel,C
26209,Emmanuel,C
26210,Marine,D
26211,Marine,D
26212,Emmanuel,C
26213,Marine,D
26214,Jean-Luc,G
26215,Jean-Luc,G
26216,Marine,D
26217,Jean-Luc,G
26218,Emmanuel,C
26220,Jean-Luc,G
26221,Emmanuel,C
26222,Éric,D
26223,Emmanuel,C
26224,Jean-Luc,G
26225,Marine,D
26226,Marine,D
26227,Emmanuel,C
26228,Jean-Luc,G
26229,Marine,D
26231,Emmanuel,C
26232,Emmanuel,C
26233,Emmanuel,C
26234,Jean-Luc,G
26235,Marine,D
26236,Jean-Luc,G
26238,Jean-Luc,G
26239,Marine,D
26240,Jean-Luc,G
26241,Jean-Luc,G
26242,Emmanuel,C
26243,Jean-Luc,G
26244,Jean-Luc,G
26245,Éric,D
26246,Jean-Luc,G
26247,Emmanuel,C
26248,Jean-Luc,G
26249,Jean-Luc,G
26250,Marine,D
26251,Emmanuel,C
26252,Marine,D
26253,Jean-Luc,G
26254,Jean-Luc,G
26255,Jean-Luc,G
26256,Jean-Luc,G
26257,Marine,D
26258,Emmanuel,C
26259,Emmanuel,C
26261,Emmanuel,C
26262,Jean-Luc,G
26263,Jean-Luc,G
26264,Marine,D
26266,Emmanuel,C
26267,Jean-Luc,G
