Code géographique,Elu,Orientation
10232,Marine,EXD
10233,Marine,EXD
10234,Marine,EXD
10235,Marine,EXD
10236,Marine,EXD
10237,Emmanuel,C
10238,Marine,EXD
10239,Marine,EXD
10240,Marine,EXD
10241,Marine,EXD
10242,Marine,EXD
10243,Emmanuel,C
10245,Marine,EXD
10246,Marine,EXD
10247,Marine,EXD
10248,Emmanuel,C
10249,Marine,EXD
10250,Marine,EXD
10251,Marine,EXD
10252,Marine,EXD
10253,Marine,EXD
10254,Marine,EXD
10255,Marine,EXD
10256,Marine,EXD
10257,Marine,EXD
10258,Marine,EXD
10259,Marine,EXD
10260,Marine,EXD
10261,Marine,EXD
10262,Marine,EXD
10263,Marine,EXD
10264,Marine,EXD
10265,Marine,EXD
10266,Emmanuel,C
10267,Marine,EXD
10268,Marine,EXD
10269,Marine,EXD
10270,Emmanuel,C
10271,Marine,EXD
10272,Marine,EXD
10273,Marine,EXD
10274,Marine,EXD
10275,Marine,EXD
10276,Marine,EXD
10278,Marine,EXD
10279,Marine,EXD
10280,Marine,EXD
10281,Marine,EXD
10282,Marine,EXD
10283,Marine,EXD
10284,Marine,EXD
10285,Emmanuel,C
10286,Marine,EXD
10287,Marine,EXD
10288,Marine,EXD
10289,Marine,EXD
10290,Marine,EXD
10291,Marine,EXD
10293,Marine,EXD
10294,Marine,EXD
10295,Marine,EXD
10296,Emmanuel,C
10297,Emmanuel,C
10298,Marine,EXD
10299,Marine,EXD
10300,Marine,EXD
10301,Marine,EXD
10302,Marine,EXD
10303,Emmanuel,C
10304,Marine,EXD
10305,Marine,EXD
10306,Emmanuel,C
10307,Marine,EXD
10308,Emmanuel,C
10309,Emmanuel,C
10310,Marine,EXD
10312,Marine,EXD
10313,Marine,EXD
10314,Marine,EXD
10315,Éric,EXD
10316,Marine,EXD
10317,Marine,EXD
10318,Marine,EXD
10319,Marine,EXD
10320,Emmanuel,C
10321,Emmanuel,C
10323,Marine,EXD
10324,Marine,EXD
10325,Marine,EXD
10326,Marine,EXD
10327,Emmanuel,C
10328,Marine,EXD
10329,Marine,EXD
10330,Marine,EXD
10331,Marine,EXD
10332,Emmanuel,C
10333,Emmanuel,C
10334,Marine,EXD
10335,Marine,EXD
10336,Marine,EXD
10337,Emmanuel,C
10338,Marine,EXD
10339,Marine,EXD
10340,Emmanuel,C
10341,Marine,EXD
10342,Marine,EXD
10343,Emmanuel,C
10344,Emmanuel,C
10345,Marine,EXD
10346,Marine,EXD
10347,Marine,EXD
10348,Marine,EXD
10349,Marine,EXD
10350,Marine,EXD
10351,Marine,EXD
10352,Marine,EXD
10353,Marine,EXD
10354,Marine,EXD
10355,Emmanuel,C
10356,Marine,EXD
10357,Emmanuel,C
10358,Marine,EXD
10359,Marine,EXD
10360,Emmanuel,C
10361,Marine,EXD
10362,Emmanuel,C
10363,Marine,EXD
10364,Marine,EXD
10365,Marine,EXD
10366,Marine,EXD
10367,Marine,EXD
10368,Marine,EXD
10369,Marine,EXD
10370,Marine,EXD
10371,Marine,EXD
10372,Marine,EXD
10373,Marine,EXD
10374,Marine,EXD
10375,Marine,EXD
10376,Marine,EXD
10377,Emmanuel,C
10378,Marine,EXD
10379,Marine,EXD
10380,Marine,EXD
10381,Emmanuel,C
10382,Marine,EXD
10383,Marine,EXD
10384,Marine,EXD
10386,Marine,EXD
10387,Emmanuel,C
10388,Marine,EXD
10389,Marine,EXD
10390,Emmanuel,C
10391,Marine,EXD
10392,Marine,EXD
10393,Marine,EXD
10394,Marine,EXD
10395,Marine,EXD
10396,Marine,EXD
10397,Marine,EXD
10398,Marine,EXD
10399,Marine,EXD
10400,Marine,EXD
10401,Marine,EXD
10402,Marine,EXD
10403,Marine,EXD
10404,Emmanuel,C
10405,Marine,EXD
10406,Marine,EXD
10408,Marine,EXD
10409,Marine,EXD
10410,Emmanuel,C
10411,Marine,EXD
10412,Emmanuel,C
10414,Marine,EXD
10416,Marine,EXD
10417,Marine,EXD
10418,Marine,EXD
10419,Marine,EXD
10420,Marine,EXD
10421,Marine,EXD
10422,Marine,EXD
10423,Marine,EXD
10424,Marine,EXD
10425,Marine,EXD
10426,Marine,EXD
10427,Marine,EXD
10428,Marine,EXD
10429,Marine,EXD
10430,Marine,EXD
10431,Marine,EXD
10432,Marine,EXD
10433,Marine,EXD
10434,Marine,EXD
10435,Marine,EXD
10436,Marine,EXD
10437,Marine,EXD
10438,Marine,EXD
10439,Marine,EXD
10440,Marine,EXD
10441,Marine,EXD
10442,Marine,EXD
10443,Marine,EXD
10444,Marine,EXD
10445,Marine,EXD
11001,Marine,EXD
11002,Marine,EXD
11003,Emmanuel,C
11004,Marine,EXD
11005,Marine,EXD
11006,Jean-Luc,EXG
11007,Jean-Luc,EXG
11008,Jean-Luc,EXG
11009,Marine,EXD
11010,Marine,EXD
11011,Marine,EXD
11012,Marine,EXD
11013,Marine,EXD
11014,Marine,EXD
11015,Marine,EXD
11016,Marine,EXD
11017,Marine,EXD
11018,Marine,EXD
11019,Jean-Luc,EXG
11020,Jean-Luc,EXG
11021,Marine,EXD
11022,Marine,EXD
11023,Marine,EXD
11024,Marine,EXD
11025,Marine,EXD
11026,Marine,EXD
11027,Marine,EXD
11028,Marine,EXD
11029,Emmanuel,C
11030,Emmanuel,C
11031,Jean,C
11032,Emmanuel,C
11033,Marine,EXD
11034,Marine,EXD
11035,Marine,EXD
11036,Jean-Luc,EXG
11037,Marine,EXD
11038,Emmanuel,C
11039,Jean-Luc,EXG
11040,Marine,EXD
11041,Marine,EXD
11042,Marine,EXD
11043,Marine,EXD
11044,Anne,G
11045,Jean-Luc,EXG
11046,Emmanuel,C
11047,Éric,EXD
11048,Marine,EXD
11049,Marine,EXD
11051,Marine,EXD
11052,Jean-Luc,EXG
11053,Marine,EXD
11054,Marine,EXD
11055,Jean-Luc,EXG
11056,Jean-Luc,EXG
11057,Marine,EXD
11058,Emmanuel,C
11059,Marine,EXD
11060,Jean-Luc,EXG
11061,Marine,EXD
11062,Jean-Luc,EXG
11063,Marine,EXD
11064,Marine,EXD
11065,Jean-Luc,EXG
11066,Emmanuel,C
11067,Marine,EXD
11068,Marine,EXD
11069,Marine,EXD
11070,Marine,EXD
11071,Marine,EXD
11072,Marine,EXD
11073,Jean-Luc,EXG
11074,Jean-Luc,EXG
11075,Jean-Luc,EXG
11076,Marine,EXD
11077,Marine,EXD
11078,Marine,EXD
11079,Jean-Luc,EXG
11080,Marine,EXD
11081,Marine,EXD
11082,Jean-Luc,EXG
11083,Jean-Luc,EXG
11084,Marine,EXD
11085,Marine,EXD
11086,Marine,EXD
11087,Jean-Luc,EXG
11088,Marine,EXD
11089,Jean-Luc,EXG
11090,Marine,EXD
11091,Marine,EXD
11092,Emmanuel,C
11093,Anne,G
11094,Jean-Luc,EXG
11095,Marine,EXD
11096,Jean-Luc,EXG
11098,Marine,EXD
11099,Marine,EXD
11100,Jean,C
11101,Marine,EXD
11102,Emmanuel,C
11103,Marine,EXD
11104,Jean-Luc,EXG
11105,Marine,EXD
11106,Marine,EXD
11107,Jean-Luc,EXG
11108,Valérie,D
11109,Jean-Luc,EXG
11110,Emmanuel,C
11111,Marine,EXD
11112,Jean-Luc,EXG
11113,Jean-Luc,EXG
11114,Marine,EXD
11115,Marine,EXD
11116,Marine,EXD
11117,Jean-Luc,EXG
11118,Jean-Luc,EXG
11119,Marine,EXD
11120,Marine,EXD
11121,Marine,EXD
11122,Marine,EXD
11123,Jean-Luc,EXG
11124,Marine,EXD
11125,Emmanuel,C
11126,Marine,EXD
11127,Emmanuel,C
11128,Marine,EXD
11129,Marine,EXD
11130,Éric,EXD
11131,Jean-Luc,EXG
11132,Marine,EXD
11133,Emmanuel,C
11134,Jean-Luc,EXG
11135,Marine,EXD
11136,Jean-Luc,EXG
11137,Marine,EXD
11138,Marine,EXD
11139,Emmanuel,C
11140,Marine,EXD
11141,Jean-Luc,EXG
11142,Jean-Luc,EXG
11143,Jean-Luc,EXG
11144,Marine,EXD
11145,Marine,EXD
11146,Marine,EXD
11147,Éric,EXD
11148,Marine,EXD
11149,Marine,EXD
11150,Jean-Luc,EXG
11151,Marine,EXD
11152,Marine,EXD
11153,Marine,EXD
11154,Anne,G
11155,Jean-Luc,EXG
11156,Emmanuel,C
11157,Jean-Luc,EXG
11158,Marine,EXD
11159,Marine,EXD
11160,Jean-Luc,EXG
11161,Emmanuel,C
11162,Emmanuel,C
11163,Marine,EXD
11164,Marine,EXD
11165,Emmanuel,C
11166,Emmanuel,C
11167,Jean-Luc,EXG
11168,Marine,EXD
11169,Jean-Luc,EXG
11170,Marine,EXD
11172,Marine,EXD
11173,Jean-Luc,EXG
11174,Marine,EXD
11175,Marine,EXD
11176,Jean-Luc,EXG
11177,Jean-Luc,EXG
11178,Marine,EXD
11179,Jean-Luc,EXG
11180,Jean-Luc,EXG
11181,Marine,EXD
11182,Marine,EXD
11183,Jean-Luc,EXG
11184,Marine,EXD
11185,Jean-Luc,EXG
11186,Jean-Luc,EXG
11187,Jean-Luc,EXG
11188,Marine,EXD
11189,Emmanuel,C
11190,Marine,EXD
11191,Marine,EXD
11192,Marine,EXD
11193,Marine,EXD
11194,Jean-Luc,EXG
11195,Marine,EXD
11196,Jean-Luc,EXG
11197,Marine,EXD
11198,Marine,EXD
11199,Marine,EXD
11200,Jean-Luc,EXG
11201,Marine,EXD
11202,Marine,EXD
11203,Marine,EXD
11204,Jean-Luc,EXG
11205,Marine,EXD
11206,Marine,EXD
11207,Marine,EXD
11208,Marine,EXD
11209,Jean-Luc,EXG
11210,Marine,EXD
11211,Marine,EXD
11212,Marine,EXD
11213,Jean-Luc,EXG
11214,Marine,EXD
11215,Marine,EXD
11216,Marine,EXD
11217,Marine,EXD
11218,Emmanuel,C
11219,Jean,C
11220,Marine,EXD
11221,Marine,EXD
11222,Marine,EXD
11223,Marine,EXD
11224,Marine,EXD
11225,Marine,EXD
11226,Emmanuel,C
11227,Jean-Luc,EXG
11228,Marine,EXD
11229,Jean-Luc,EXG
11230,Marine,EXD
11231,Jean-Luc,EXG
11232,Marine,EXD
11233,Marine,EXD
11234,Emmanuel,C
11235,Jean-Luc,EXG
11236,Emmanuel,C
11238,Jean-Luc,EXG
11239,Jean,C
11240,Marine,EXD
11241,Marine,EXD
11242,Jean-Luc,EXG
11243,Marine,EXD
11244,Marine,EXD
11245,Jean-Luc,EXG
11246,Marine,EXD
11247,Emmanuel,C
11248,Marine,EXD
11249,Jean-Luc,EXG
11250,Jean-Luc,EXG
11251,Marine,EXD
11252,Emmanuel,C
11253,Emmanuel,C
11254,Marine,EXD
11255,Marine,EXD
11256,Marine,EXD
11257,Marine,EXD
11258,Marine,EXD
11259,Marine,EXD
11260,Jean-Luc,EXG
11261,Marine,EXD
11262,Marine,EXD
11263,Marine,EXD
11264,Marine,EXD
11265,Marine,EXD
11266,Marine,EXD
11267,Marine,EXD
11268,Marine,EXD
11269,Marine,EXD
11270,Jean-Luc,EXG
11271,Jean,C
11272,Marine,EXD
11273,Marine,EXD
11274,Marine,EXD
11275,Emmanuel,C
11276,Jean-Luc,EXG
11277,Jean-Luc,EXG
11278,Marine,EXD
11279,Marine,EXD
11280,Marine,EXD
11281,Marine,EXD
11282,Jean-Luc,EXG
11283,Jean-Luc,EXG
11284,Marine,EXD
11285,Marine,EXD
11286,Marine,EXD
11287,Jean-Luc,EXG
11288,Marine,EXD
11289,Marine,EXD
11290,Jean,C
11291,Emmanuel,C
11292,Emmanuel,C
11293,Marine,EXD
11294,Jean-Luc,EXG
11295,Marine,EXD
11296,Marine,EXD
11297,Jean-Luc,EXG
11299,Marine,EXD
11300,Marine,EXD
11301,Marine,EXD
11302,Marine,EXD
11303,Emmanuel,C
11304,Marine,EXD
11305,Jean-Luc,EXG
11306,Jean-Luc,EXG
11307,Marine,EXD
11308,Marine,EXD
11309,Jean-Luc,EXG
11310,Jean-Luc,EXG
11311,Jean-Luc,EXG
11312,Marine,EXD
11313,Marine,EXD
11314,Marine,EXD
11315,Marine,EXD
11316,Emmanuel,C
11317,Jean-Luc,EXG
11318,Marine,EXD
11319,Jean-Luc,EXG
11320,Marine,EXD
11321,Emmanuel,C
11322,Marine,EXD
11323,Marine,EXD
11324,Marine,EXD
11325,Marine,EXD
11326,Jean-Luc,EXG
11327,Marine,EXD
11328,Jean-Luc,EXG
11330,Marine,EXD
11331,Marine,EXD
11332,Marine,EXD
11333,Jean-Luc,EXG
11334,Jean,C
11335,Marine,EXD
11336,Marine,EXD
11337,Marine,EXD
11338,Marine,EXD
11339,Marine,EXD
11340,Marine,EXD
11341,Jean-Luc,EXG
11342,Marine,EXD
11343,Jean-Luc,EXG
11344,Marine,EXD
11345,Marine,EXD
11346,Jean-Luc,EXG
11347,Emmanuel,C
11348,Jean-Luc,EXG
11350,Jean-Luc,EXG
11351,Marine,EXD
11352,Jean-Luc,EXG
11353,Marine,EXD
11354,Emmanuel,C
11355,Marine,EXD
11356,Marine,EXD
11357,Emmanuel,C
11358,Marine,EXD
11359,Marine,EXD
11360,Marine,EXD
11361,Marine,EXD
11362,Emmanuel,C
11363,Jean-Luc,EXG
11364,Marine,EXD
11365,Marine,EXD
11366,Marine,EXD
11367,Marine,EXD
11368,Marine,EXD
11369,Marine,EXD
11370,Marine,EXD
11371,Marine,EXD
11372,Marine,EXD
11373,Jean-Luc,EXG
11374,Jean-Luc,EXG
11375,Marine,EXD
11376,Jean-Luc,EXG
11377,Jean-Luc,EXG
11378,Emmanuel,C
11379,Marine,EXD
11380,Marine,EXD
11381,Jean-Luc,EXG
11382,Marine,EXD
11383,Marine,EXD
11384,Jean-Luc,EXG
11385,Marine,EXD
11386,Marine,EXD
11387,Marine,EXD
11388,Jean-Luc,EXG
11389,Emmanuel,C
11390,Marine,EXD
11391,Jean-Luc,EXG
11392,Marine,EXD
11393,Marine,EXD
11394,Marine,EXD
11395,Emmanuel,C
11396,Marine,EXD
11397,Marine,EXD
11398,Jean-Luc,EXG
11399,Marine,EXD
11400,Jean-Luc,EXG
11401,Jean-Luc,EXG
11402,Jean-Luc,EXG
11404,Marine,EXD
11405,Marine,EXD
11406,Jean,C
11407,Marine,EXD
11408,Marine,EXD
11409,Jean-Luc,EXG
11410,Marine,EXD
11411,Marine,EXD
11412,Jean-Luc,EXG
11413,Jean-Luc,EXG
11414,Jean-Luc,EXG
11415,Marine,EXD
11416,Marine,EXD
11417,Marine,EXD
11418,Marine,EXD
11419,Jean,C
11420,Emmanuel,C
11421,Marine,EXD
11422,Marine,EXD
11423,Marine,EXD
11424,Marine,EXD
11425,Marine,EXD
11426,Marine,EXD
11427,Jean-Luc,EXG
11428,Marine,EXD
11429,Marine,EXD
11430,Marine,EXD
11431,Marine,EXD
11432,Marine,EXD
11433,Marine,EXD
11434,Marine,EXD
11435,Jean-Luc,EXG
11436,Marine,EXD
11437,Marine,EXD
11438,Marine,EXD
11439,Marine,EXD
11440,Jean-Luc,EXG
11441,Marine,EXD
12001,Emmanuel,C
12002,Emmanuel,C
12003,Marine,EXD
12004,Emmanuel,C
12006,Emmanuel,C
12007,Jean-Luc,EXG
12008,Emmanuel,C
12009,Marine,EXD
12010,Emmanuel,C
12011,Emmanuel,C
12012,Marine,EXD
12013,Jean-Luc,EXG
12015,Emmanuel,C
12016,Emmanuel,C
12017,Emmanuel,C
12018,Jean-Luc,EXG
12019,Emmanuel,C
12021,Jean-Luc,EXG
12022,Jean-Luc,EXG
12023,Emmanuel,C
12024,Emmanuel,C
12025,Emmanuel,C
12026,Emmanuel,C
12027,Marine,EXD
12028,Marine,EXD
12029,Jean-Luc,EXG
12030,Marine,EXD
12031,Emmanuel,C
12032,Emmanuel,C
12033,Emmanuel,C
12034,Emmanuel,C
12035,Emmanuel,C
12036,Emmanuel,C
12037,Emmanuel,C
12038,Jean-Luc,EXG
12039,Emmanuel,C
12041,Emmanuel,C
12042,Emmanuel,C
12043,Emmanuel,C
12044,Emmanuel,C
12045,Emmanuel,C
12046,Emmanuel,C
12047,Marine,EXD
12048,Marine,EXD
12049,Emmanuel,C
12050,Emmanuel,C
12051,Emmanuel,C
12052,Jean-Luc,EXG
12053,Emmanuel,C
12054,Emmanuel,C
12055,Jean,C
12056,Emmanuel,C
12057,Emmanuel,C
12058,Emmanuel,C
12059,Emmanuel,C
12060,Emmanuel,C
12061,Emmanuel,C
12062,Emmanuel,C
12063,Marine,EXD
12064,Marine,EXD
12065,Emmanuel,C
12066,Emmanuel,C
12067,Marine,EXD
12068,Emmanuel,C
12069,Emmanuel,C
12070,Jean-Luc,EXG
12071,Emmanuel,C
12072,Jean-Luc,EXG
12073,Emmanuel,C
12074,Emmanuel,C
12075,Jean-Luc,EXG
12076,Emmanuel,C
12077,Marine,EXD
12078,Emmanuel,C
12079,Emmanuel,C
12080,Emmanuel,C
12082,Jean-Luc,EXG
12083,Jean-Luc,EXG
12084,Marine,EXD
12085,Emmanuel,C
12086,Emmanuel,C
12088,Emmanuel,C
12089,Jean-Luc,EXG
12090,Emmanuel,C
12091,Marine,EXD
12092,Emmanuel,C
12093,Emmanuel,C
12094,Emmanuel,C
12095,Emmanuel,C
12096,Emmanuel,C
12097,Jean-Luc,EXG
12098,Emmanuel,C
12099,Emmanuel,C
12100,Jean-Luc,EXG
12101,Emmanuel,C
12102,Emmanuel,C
12103,Emmanuel,C
12104,Jean-Luc,EXG
12105,Emmanuel,C
12106,Emmanuel,C
12107,Marine,EXD
12108,Emmanuel,C
12109,Emmanuel,C
12110,Emmanuel,C
12111,Emmanuel,C
12113,Emmanuel,C
12115,Marine,EXD
12116,Emmanuel,C
12118,Emmanuel,C
12119,Emmanuel,C
12120,Emmanuel,C
12121,Emmanuel,C
12122,Emmanuel,C
12124,Emmanuel,C
12125,Emmanuel,C
12127,Marine,EXD
12128,Jean-Luc,EXG
12129,Marine,EXD
12130,Emmanuel,C
12131,Emmanuel,C
12133,Emmanuel,C
12134,Jean-Luc,EXG
12135,Emmanuel,C
12136,Marine,EXD
12137,Emmanuel,C
12138,Emmanuel,C
12139,Jean-Luc,EXG
12140,Emmanuel,C
12141,Jean-Luc,EXG
12142,Emmanuel,C
12143,Jean,C
12144,Emmanuel,C
12145,Emmanuel,C
12146,Emmanuel,C
12147,Marine,EXD
12148,Emmanuel,C
12149,Emmanuel,C
12150,Emmanuel,C
12151,Marine,EXD
12152,Marine,EXD
12153,Emmanuel,C
12154,Emmanuel,C
12155,Marine,EXD
12156,Marine,EXD
12157,Emmanuel,C
12158,Emmanuel,C
12159,Emmanuel,C
12160,Jean-Luc,EXG
12161,Emmanuel,C
12162,Emmanuel,C
12163,Jean,C
12164,Emmanuel,C
12165,Marine,EXD
12166,Emmanuel,C
12167,Jean-Luc,EXG
12168,Emmanuel,C
12169,Emmanuel,C
12170,Emmanuel,C
12171,Emmanuel,C
12172,Emmanuel,C
12174,Emmanuel,C
12175,Emmanuel,C
12176,Emmanuel,C
12177,Emmanuel,C
12178,Marine,EXD
12179,Marine,EXD
12180,Emmanuel,C
12181,Emmanuel,C
12182,Emmanuel,C
12183,Emmanuel,C
12184,Emmanuel,C
12185,Emmanuel,C
12186,Marine,EXD
12187,Emmanuel,C
12188,Emmanuel,C
12189,Jean-Luc,EXG
12190,Jean-Luc,EXG
12191,Emmanuel,C
12192,Emmanuel,C
12193,Jean-Luc,EXG
12194,Emmanuel,C
12195,Emmanuel,C
12197,Marine,EXD
12198,Emmanuel,C
12199,Emmanuel,C
12200,Emmanuel,C
12201,Emmanuel,C
12202,Emmanuel,C
12203,Emmanuel,C
12204,Jean-Luc,EXG
12205,Jean-Luc,EXG
12206,Emmanuel,C
12207,Emmanuel,C
12208,Emmanuel,C
12209,Emmanuel,C
12210,Jean-Luc,EXG
12211,Emmanuel,C
12212,Jean-Luc,EXG
12213,Emmanuel,C
12214,Emmanuel,C
12215,Emmanuel,C
12216,Emmanuel,C
12217,Marine,EXD
12219,Marine,EXD
12220,Jean-Luc,EXG
12221,Emmanuel,C
12222,Emmanuel,C
12223,Emmanuel,C
12224,Emmanuel,C
12225,Marine,EXD
12226,Emmanuel,C
12227,Emmanuel,C
12228,Jean-Luc,EXG
12229,Emmanuel,C
12230,Emmanuel,C
12231,Marine,EXD
12232,Jean-Luc,EXG
12233,Emmanuel,C
12234,Marine,EXD
12235,Emmanuel,C
12236,Emmanuel,C
12237,Emmanuel,C
12238,Emmanuel,C
12239,Marine,EXD
12240,Emmanuel,C
12241,Emmanuel,C
12242,Emmanuel,C
12243,Marine,EXD
12244,Emmanuel,C
12246,Emmanuel,C
12247,Emmanuel,C
12248,Emmanuel,C
12249,Emmanuel,C
12250,Marine,EXD
12251,Jean-Luc,EXG
12252,Jean-Luc,EXG
12253,Emmanuel,C
12254,Emmanuel,C
12255,Marine,EXD
12256,Marine,EXD
12257,Jean-Luc,EXG
12258,Jean-Luc,EXG
12259,Emmanuel,C
12260,Jean-Luc,EXG
12261,Emmanuel,C
12262,Emmanuel,C
12263,Emmanuel,C
12264,Emmanuel,C
12265,Emmanuel,C
12266,Emmanuel,C
12267,Emmanuel,C
12268,Emmanuel,C
12269,Marine,EXD
12270,Emmanuel,C
12272,Jean-Luc,EXG
12273,Emmanuel,C
12274,Emmanuel,C
12275,Emmanuel,C
12276,Marine,EXD
12277,Emmanuel,C
12278,Jean-Luc,EXG
12280,Emmanuel,C
12281,Marine,EXD
12282,Emmanuel,C
12283,Emmanuel,C
12284,Emmanuel,C
12286,Emmanuel,C
12287,Marine,EXD
12288,Emmanuel,C
12289,Emmanuel,C
12290,Emmanuel,C
12291,Jean-Luc,EXG
12292,Emmanuel,C
12293,Emmanuel,C
12294,Emmanuel,C
12295,Marine,EXD
12296,Jean-Luc,EXG
12297,Emmanuel,C
12298,Emmanuel,C
12299,Emmanuel,C
12300,Emmanuel,C
12301,Emmanuel,C
12303,Emmanuel,C
12305,Jean-Luc,EXG
12307,Emmanuel,C
13001,Emmanuel,C
13002,Marine,EXD
13003,Marine,EXD
13004,Jean-Luc,EXG
13005,Marine,EXD
13006,Marine,EXD
13007,Marine,EXD
13008,Emmanuel,C
13009,Marine,EXD
13010,Marine,EXD
13011,Emmanuel,C
13012,Emmanuel,C
13013,Emmanuel,C
13014,Marine,EXD
13015,Emmanuel,C
13016,Marine,EXD
13017,Marine,EXD
13018,Marine,EXD
13019,Emmanuel,C
13020,Marine,EXD
13021,Emmanuel,C
13022,Emmanuel,C
13023,Marine,EXD
13024,Marine,EXD
13025,Emmanuel,C
13026,Marine,EXD
13027,Marine,EXD
13028,Marine,EXD
13029,Marine,EXD
13030,Marine,EXD
13031,Marine,EXD
13032,Emmanuel,C
13033,Marine,EXD
13034,Emmanuel,C
13035,Marine,EXD
13036,Marine,EXD
13037,Marine,EXD
13038,Marine,EXD
13039,Marine,EXD
13040,Emmanuel,C
13041,Marine,EXD
13042,Emmanuel,C
13043,Marine,EXD
13044,Marine,EXD
13045,Marine,EXD
13046,Marine,EXD
13047,Marine,EXD
13048,Marine,EXD
13049,Marine,EXD
13050,Emmanuel,C
13051,Marine,EXD
13052,Marine,EXD
13053,Marine,EXD
13054,Marine,EXD
13055,Jean-Luc,EXG
13056,Marine,EXD
13057,Marine,EXD
13058,Emmanuel,C
13059,Marine,EXD
13060,Marine,EXD
13061,Marine,EXD
13062,Marine,EXD
13063,Marine,EXD
13064,Marine,EXD
13065,Marine,EXD
13066,Marine,EXD
13067,Marine,EXD
13068,Emmanuel,C
13069,Emmanuel,C
13070,Marine,EXD
13071,Marine,EXD
13072,Emmanuel,C
13073,Marine,EXD
13074,Marine,EXD
13075,Marine,EXD
13076,Marine,EXD
13077,Jean-Luc,EXG
13078,Marine,EXD
13079,Emmanuel,C
13080,Emmanuel,C
13081,Marine,EXD
13082,Emmanuel,C
13083,Marine,EXD
13084,Jean-Luc,EXG
13085,Marine,EXD
13086,Marine,EXD
13087,Emmanuel,C
13088,Marine,EXD
13089,Marine,EXD
13090,Emmanuel,C
13091,Emmanuel,C
13092,Marine,EXD
13093,Emmanuel,C
13094,Marine,EXD
13095,Emmanuel,C
13096,Marine,EXD
13097,Marine,EXD
13098,Marine,EXD
13099,Marine,EXD
13100,Marine,EXD
13101,Marine,EXD
13102,Marine,EXD
13103,Marine,EXD
13104,Marine,EXD
13105,Marine,EXD
13106,Marine,EXD
13107,Emmanuel,C
13108,Marine,EXD
13109,Emmanuel,C
13110,Marine,EXD
13111,Emmanuel,C
13112,Emmanuel,C
13113,Emmanuel,C
13114,Emmanuel,C
13115,Marine,EXD
13116,Marine,EXD
13117,Marine,EXD
13118,Emmanuel,C
13119,Marine,EXD
14001,Emmanuel,C
14003,Emmanuel,C
14005,Emmanuel,C
14006,Emmanuel,C
14007,Marine,EXD
14009,Emmanuel,C
14011,Marine,EXD
14012,Marine,EXD
14014,Emmanuel,C
14015,Emmanuel,C
14016,Marine,EXD
14019,Emmanuel,C
14020,Emmanuel,C
14021,Emmanuel,C
14022,Marine,EXD
14023,Marine,EXD
14024,Marine,EXD
14025,Emmanuel,C
14026,Marine,EXD
14027,Marine,EXD
14030,Emmanuel,C
14032,Emmanuel,C
14033,Emmanuel,C
14034,Emmanuel,C
14035,Marine,EXD
14036,Emmanuel,C
14037,Emmanuel,C
14038,Emmanuel,C
14039,Marine,EXD
14040,Marine,EXD
14041,Emmanuel,C
14042,Emmanuel,C
14043,Marine,EXD
14044,Emmanuel,C
14045,Emmanuel,C
14046,Marine,EXD
14047,Emmanuel,C
14049,Marine,EXD
14050,Marine,EXD
14053,Emmanuel,C
14054,Marine,EXD
14055,Emmanuel,C
14057,Marine,EXD
14059,Emmanuel,C
14060,Emmanuel,C
14061,Marine,EXD
14062,Emmanuel,C
14063,Marine,EXD
14064,Marine,EXD
14066,Emmanuel,C
14068,Emmanuel,C
14069,Marine,EXD
14070,Emmanuel,C
14076,Emmanuel,C
14077,Emmanuel,C
14078,Marine,EXD
14079,Emmanuel,C
14080,Emmanuel,C
14082,Marine,EXD
14083,Marine,EXD
14084,Emmanuel,C
14085,Emmanuel,C
14086,Emmanuel,C
14087,Emmanuel,C
14088,Marine,EXD
14089,Emmanuel,C
14090,Emmanuel,C
14091,Emmanuel,C
14092,Emmanuel,C
14093,Marine,EXD
14096,Marine,EXD
14097,Marine,EXD
14098,Emmanuel,C
14100,Emmanuel,C
14101,Emmanuel,C
14102,Emmanuel,C
14103,Marine,EXD
14104,Marine,EXD
14106,Emmanuel,C
14107,Marine,EXD
14110,Emmanuel,C
14111,Marine,EXD
14116,Emmanuel,C
14117,Emmanuel,C
14118,Emmanuel,C
14119,Marine,EXD
14120,Marine,EXD
14121,Marine,EXD
14122,Marine,EXD
14123,Emmanuel,C
14124,Marine,EXD
14125,Emmanuel,C
14126,Emmanuel,C
14127,Marine,EXD
14130,Marine,EXD
14131,Emmanuel,C
14132,Marine,EXD
14134,Emmanuel,C
14135,Emmanuel,C
14136,Emmanuel,C
14137,Emmanuel,C
14138,Marine,EXD
14140,Marine,EXD
14141,Marine,EXD
14143,Marine,EXD
14145,Emmanuel,C
14146,Marine,EXD
14147,Marine,EXD
14149,Marine,EXD
14150,Emmanuel,C
14159,Emmanuel,C
14160,Emmanuel,C
14161,Emmanuel,C
14162,Marine,EXD
14163,Marine,EXD
14165,Marine,EXD
14166,Emmanuel,C
14167,Marine,EXD
14168,Marine,EXD
14169,Emmanuel,C
14171,Marine,EXD
14172,Emmanuel,C
14173,Marine,EXD
14174,Marine,EXD
14175,Emmanuel,C
14177,Emmanuel,C
14179,Marine,EXD
14180,Marine,EXD
14181,Emmanuel,C
14182,Marine,EXD
14183,Emmanuel,C
14184,Emmanuel,C
14190,Marine,EXD
14191,Emmanuel,C
14193,Emmanuel,C
14194,Marine,EXD
14195,Marine,EXD
14196,Emmanuel,C
14197,Emmanuel,C
