Code géographique,Médiane du niveau vie (€)
73240,27590
73241,24490
73242,20440
73243,27680
73245,25150
73246,23680
73247,25780
73248,21840
73249,26270
73250,24340
73252,24840
73253,21790
73254,26550
73255,23880
73256,21650
73257,23230
73258,23860
73259,27260
73261,22700
73262,23640
73263,27230
73265,26920
73267,27260
73268,24820
73269,26840
73270,25030
73271,26500
73272,23450
73273,23490
73274,22210
73275,25920
73276,25230
73277,21000
73278,24410
73280,21120
73281,27270
73282,24530
73283,25050
73284,24930
73285,23620
73286,23960
73288,28180
73289,23680
73290,23220
73292,26390
73293,25690
73294,25460
73296,21430
73297,25320
73298,25690
73299,24150
73300,29640
73301,27690
73302,25020
73303,22420
73304,23400
73306,22730
73307,22330
73308,23820
73309,24760
73310,29630
73311,s
73312,26390
73313,22680
73314,28560
73315,24160
73316,26000
73317,22860
73318,22510
73320,24180
73322,24190
73323,24470
73324,28930
73326,28540
73327,22470
73328,27320
73329,26030
73330,22750
74001,24820
74002,25840
74003,30290
74004,25820
74005,32070
74006,32440
74007,31960
74008,28080
74009,51610
74010,26250
74012,22800
74013,33690
74014,28160
74015,33470
74016,54120
74018,33530
74019,30740
74020,33880
74021,35810
74024,32680
74025,42490
74026,28140
74027,26330
74029,26270
74030,25460
74031,44180
74032,25810
74033,28630
74034,24370
74035,27350
74036,35420
74037,31060
74038,30540
74040,36440
74041,24310
74042,25180
74043,33300
74044,52900
74045,22570
74046,28030
74048,34380
74049,26190
74050,34360
74051,31990
74052,45750
74053,34240
74054,30750
74055,32800
74056,24310
74057,31360
74058,26840
74059,27460
74060,21910
74061,30500
74062,32390
74063,26560
74064,28140
74065,31920
74066,33450
74067,29300
74068,28450
74069,44990
74070,40580
74071,32430
74072,29840
74073,28460
74074,38880
74075,30900
74076,33880
74077,33990
74078,30370
74079,25000
74080,27200
74081,21720
74082,46700
74083,27430
74085,24300
74086,37900
74087,35710
74088,46120
74089,27650
74090,33300
74091,24880
74094,36420
74095,29370
74096,34800
74097,29170
74098,42430
74099,24590
74100,30090
74101,43160
74102,31240
74103,28140
74104,26420
74105,32160
74106,30650
74107,27090
74108,28180
74109,36190
74111,27890
74112,30270
74114,26680
74116,36340
74117,29590
74118,30250
74119,27820
74121,32280
74122,37760
74123,23620
74124,47300
74126,35730
74127,28700
74128,36920
74129,23340
74130,34270
74131,28270
74133,25070
74134,25070
74135,24940
74136,25830
74137,33100
74138,29990
74139,30010
74140,28870
74141,27970
74142,28190
74143,24290
74144,41670
74145,42180
74146,30850
74147,28560
74148,25290
74150,37740
74151,25060
74152,33180
74153,41290
74154,33530
74155,27680
74156,35310
74157,31520
74158,35170
74159,24760
74160,25780
74161,28780
74162,37600
74163,32410
74164,26980
74165,28190
74166,30790
74167,26480
74168,38030
74169,25900
74170,27300
74171,36790
74172,34950
74173,24480
74174,27000
74175,30490
74176,36250
74177,35220
74178,28150
74179,30150
74180,44650
74183,29350
74184,37680
74185,38520
74186,28970
74188,24050
74189,27780
74190,25070
74191,24600
74192,27570
74193,33750
74194,29860
74195,32920
74196,28040
74197,36250
74198,33320
74199,46630
74200,36690
74201,45460
74202,29630
74203,s
74205,29770
74206,28070
74208,25320
74209,37130
74210,31270
74211,36640
74212,25950
74213,29330
74215,25230
74216,41230
74218,29490
74219,33120
74220,33160
74221,26550
74222,26240
74223,27240
74224,28670
74225,23260
74226,31780
74228,45380
74229,33860
74231,27680
74232,29000
74233,26300
74234,27520
74235,32240
74236,24640
74237,35010
74238,23480
74239,25950
74240,30080
74241,27090
74242,29810
74243,34430
74244,33120
74249,30180
74250,29510
74252,29410
74253,34320
74254,30320
74255,27780
74256,24950
74257,30710
74258,25680
74259,35310
74260,39080
74261,30580
74262,30530
74263,31650
74264,23550
74265,25770
74266,24820
74267,31540
74269,25710
74271,24260
74272,28530
74273,23240
74275,30600
74276,25580
74278,26840
74279,27110
74280,25350
74281,24450
74282,32280
74283,28310
74284,29600
74285,31450
74286,26090
74287,25560
74288,37380
74289,26300
74290,22300
74291,31860
74292,29530
74293,44280
74294,25530
74295,24720
74296,41880
74297,27260
74298,32820
74299,44530
74301,29100
74302,26130
74303,32720
74304,33530
74305,27930
74306,37060
74307,35960
74308,28860
74309,40950
74310,30330
74311,31760
74312,28010
74313,36590
74314,37180
74315,37020
75056,29730
75101,35030
75102,34050
75103,34800
75104,33040
75105,35960
75106,41750
75107,45380
75108,44100
75109,37220
75110,29470
75111,30210
75112,29940
75113,25670
75114,29460
75115,32780
75116,41550
75117,33390
75118,24910
75119,22870
75120,23570
76001,24640
76002,22790
76004,24110
76005,22480
76006,22740
76007,25620
76008,25220
76009,22540
76010,24340
76011,23160
76012,24200
76013,23290
76014,26010
76015,23560
76016,25320
76017,25690
76018,22650
76019,23880
76020,23630
76021,24160
76022,25820
76023,22930
76024,24410
76025,20060
76026,20840
76028,18000
76029,21080
76030,22390
76032,22980
76033,23530
76034,21440
76035,20100
76036,23640
76038,25840
76039,31250
76040,22900
76041,24050
76042,23340
76043,24950
76045,23770
76046,24050
76047,19860
76048,22990
76049,19680
76050,23000
76051,21160
76052,21870
76053,23170
76054,21360
76055,26110
76056,23750
76057,21650
76058,22110
76059,21190
76060,21510
76062,23300
76063,25500
76064,27950
76065,20190
76066,23110
76067,22070
76068,23800
76069,30040
76070,21430
76071,21890
76072,24010
76074,s
76075,23970
76076,22510
76077,22630
76079,23900
76082,25160
76083,21270
76084,22090
76085,25720
76086,22380
76087,22780
76088,22190
76090,24330
76091,22640
76092,24650
76093,22650
76094,25510
76095,25600
76096,23080
76097,21130
76099,25470
76100,26450
76101,19680
76103,26900
76104,22460
76105,25090
76106,27600
76107,21940
76108,32370
76109,23690
76110,23180
76111,26120
76112,23840
76113,24060
76114,18770
76115,23470
76116,25620
76117,23890
76118,26220
76119,22960
76120,23270
76121,23800
76122,21610
76123,29050
76124,22930
76125,21800
76126,22160
76128,22380
76129,22640
76130,23130
76131,23950
76132,23480
76133,23030
76134,19970
76135,25380
76136,21380
76138,23800
76139,21450
76140,18120
76141,23500
76142,24240
76143,25250
76144,23630
76146,23440
76147,23500
76148,21380
76149,25210
76151,24240
76152,24210
76153,22320
76154,22150
76155,22070
76156,21940
76157,18480
76158,21500
76159,20520
76160,25030
76161,24600
76162,23250
76163,26200
76164,22670
76165,19660
76166,21100
76167,28760
76168,s
76169,25950
76170,21870
76171,22160
76172,26080
76173,24360
76174,24850
76175,21820
76176,23730
76177,24390
76178,19240
76179,24640
76180,24090
76181,21580
76182,24530
76183,22920
76184,25990
76185,20690
76186,20870
76187,26050
76188,23050
76189,26440
76190,20770
76192,22720
76193,23550
76194,23740
76195,20380
76196,24020
76197,25860
76198,24110
76199,20720
76200,24310
76201,21980
76202,20340
76203,24330
76204,22050
76205,23960
76206,26250
76207,23630
76208,22920
76209,21960
76210,21840
76211,20300
76212,19340
76213,21620
76214,23040
76216,19820
76217,18850
76218,21660
76219,20530
76220,20720
76221,25510
76222,22810
76223,24340
76224,25230
76225,23870
76226,24610
76227,25520
76228,24690
76229,23110
76230,24660
76231,17120
76232,21350
76233,23510
76234,24530
76235,22020
76236,22900
76237,23170
76238,25290
76239,27050
76240,23640
76241,22950
76242,24180
76243,24080
76244,24120
76245,26020
76247,24530
76249,23640
76250,25560
76251,21950
76252,23900
76253,24970
76254,23330
76255,21700
76257,17920
76258,23120
76259,19850
76260,21400
76261,22900
76262,23210
76263,22230
76264,24320
76265,20670
76266,22520
76268,21920
76269,22120
76270,30880
76271,24370
76272,20750
76273,28460
76274,s
76275,27130
76276,20540
76278,19610
76279,23250
76280,22200
76281,24930
76282,26440
76283,23830
76284,23620
76285,28340
76286,21030
76287,26930
76288,21710
76289,23490
76290,24210
76291,23590
76292,22750
76293,21030
76294,21710
76295,19270
76296,26040
76297,21210
76298,26120
76299,20800
76300,24950
76302,23180
76303,27910
76304,24830
76305,20470
76306,22320
76307,24010
76308,22050
76309,25040
76311,24980
76312,19390
76313,28970
76314,27000
76315,21990
76316,25390
76317,23420
76318,26250
76319,21100
76320,20200
76321,21310
76322,20510
76323,22130
76324,22930
76325,22880
76327,22940
76328,23080
76329,21670
76330,25100
76331,23580
76332,20050
76333,22440
76334,21200
76335,s
76336,24860
76338,21280
76339,21270
76340,23490
76341,20130
76342,23080
76343,19750
76344,21000
76345,23170
76346,23300
76347,26280
76348,23270
76349,25170
76350,25350
76351,20180
76352,23000
76353,24290
76354,28850
76355,22980
76356,21930
76357,27690
76358,21070
76359,25010
76360,22350
76361,27640
76362,23300
76363,22730
76364,21960
76365,22490
76366,21270
76367,28650
76368,25570
76369,24990
76370,23870
76371,s
76372,20060
76373,22170
76374,20170
76375,25690
76377,31100
76378,24060
76379,20740
76380,24670
76381,21930
76382,24400
76383,s
76384,19530
76385,24750
76386,24520
76387,23860
76388,25500
76389,23630
76390,22010
76391,27440
76392,20480
76393,s
76394,21890
76395,22440
76396,25540
76397,20870
76398,24120
76399,23140
76400,22490
76401,22900
76402,22540
76403,23570
76404,28030
76405,24470
76406,25010
76407,24840
76408,25090
76409,26260
76410,18590
76411,22320
76412,25470
76413,22850
76414,24570
76415,21600
76416,23390
76417,22040
76418,23170
76419,27410
76420,22360
76421,26190
76422,21020
76423,19280
76424,21580
76425,26000
76426,22300
76427,22740
76428,s
76429,28210
76430,20360
76431,s
76432,20980
76433,24260
76434,26150
76435,22030
76436,25990
76437,22240
76438,21760
76439,24610
76440,22860
76441,21680
76442,22660
76443,25350
76445,22880
76446,32060
76447,23820
76448,26740
76449,24450
76450,24160
76451,28790
76452,23000
76453,26000
76454,s
76455,21300
76456,23200
76457,22970
76458,23620
76459,22050
76460,20970
76461,22810
76462,19450
76463,22790
76464,27350
76465,21040
76467,23240
76468,24570
76469,21660
76470,23440
76471,25220
76472,21030
76473,24160
76474,22570
76475,28970
76476,22750
76477,26510
76478,22720
76479,17050
76480,22750
76481,29440
76482,24940
76483,22610
76484,20400
76485,24110
76486,23850
76487,21990
76488,21760
76489,27890
76490,21060
76491,24370
76492,24480
76493,22420
76494,26630
76495,21290
76497,21220
76498,18940
76499,25070
76500,20720
76501,26010
76502,26170
76503,26740
76504,22610
76505,s
76506,21490
76507,22210
76508,25390
76509,28900
76510,21970
76511,20050
76512,s
76513,28870
76514,25930
76515,24580
76516,22900
76517,30410
76518,23770
76519,s
76520,21740
76521,23600
76522,27260
76523,20450
76524,21910
76526,21880
76527,19580
76528,21360
76529,23960
76530,21950
76531,25260
76532,24120
76533,26270
76534,25160
76535,22740
76536,26060
76537,19340
76538,23320
76540,21330
76541,28540
76542,22230
76543,24750
76544,21590
76545,23910
76546,21290
76547,25500
76548,23600
76549,27290
76550,25060
76551,27440
76552,32880
76553,20350
76554,24540
76555,27160
76556,24750
76557,23650
76558,26240
76559,23850
76560,26210
76561,21590
76562,23650
76563,26120
76564,23280
76565,24630
76566,22700
76567,21710
76568,25050
76569,21430
76570,24210
76571,25470
76572,19910
76573,24370
76574,23620
76575,18910
76576,22430
76577,24030
76578,21120
76580,29800
76581,24490
76582,23940
76583,25810
76584,21360
76585,23750
76586,27130
76587,23810
76588,21850
76589,24330
76590,23380
76591,27720
76592,25290
76593,25000
76594,27660
76595,27050
76596,27790
76597,20980
76598,21900
76599,24510
76600,24030
76601,23040
76602,22470
76603,23260
76604,26370
76605,24530
76606,21060
76608,25590
76609,27120
76610,23240
76611,26760
76612,20340
76613,21180
76614,32010
76615,26820
76616,29720
76617,36360
76618,23230
76619,24120
76620,23560
76621,24060
76622,26790
76623,20850
76624,21530
76626,26260
76627,25890
76628,23430
76629,22160
76630,23460
76631,25090
76632,21850
76634,26100
76635,s
76636,25000
76637,23200
76638,24680
76640,21990
76641,27140
76642,20520
76644,22780
76645,18780
76646,22290
76647,24950
76648,19530
76649,21920
76650,26780
76651,21080
76652,21160
76653,21720
76654,24360
76655,21390
76656,21610
76657,26950
76658,29280
76660,25460
76662,22210
76663,22220
76664,25440
76665,21860
76666,22260
76667,25180
76668,25550
76669,25040
76670,26220
76671,20300
76672,19630
76673,26930
76675,25000
76676,21540
76677,19350
76678,22100
76679,21330
76680,21320
76681,21230
76682,25290
76683,23960
76684,24720
76685,22340
76686,21450
76688,23940
76689,22140
76690,22650
76691,23430
76692,22500
76693,26800
76694,23030
76695,23720
76697,23410
76698,21090
76699,22370
76700,21170
76702,24890
76703,23840
76705,23500
76706,23290
76707,24610
76708,24820
76709,20610
76710,25830
76711,18610
76712,23570
76714,27770
76715,25090
76716,25370
76717,25200
76718,25830
76719,21310
76720,26970
76721,23010
76723,22600
76724,23920
76725,25220
76726,23460
76727,23320
76728,26730
76730,23260
76731,19980
76732,23000
76733,23390
76734,27280
76735,24280
76736,23670
76737,23640
76738,25920
76739,21600
76740,26560
76741,26240
76743,24790
76744,20860
76745,22270
76746,21980
76747,26550
76748,21720
76749,20610
76750,22570
76751,22020
76752,21500
76753,27890
76754,22180
76755,23180
76756,29490
76757,23580
76758,21300
76759,23770
77001,30970
77002,26310
77003,28400
77004,28400
77005,29060
77006,31050
77007,28190
77008,20940
77009,25060
77010,26780
77011,25570
77012,25100
77013,29020
77014,24160
77015,22730
77016,21340
77018,26990
77019,23710
77020,26340
77021,26060
77022,37280
77023,26300
77024,24850
77025,23620
77026,23390
77027,22800
77029,24810
77030,23800
77031,27440
77032,23480
77033,25580
77034,28250
77035,26060
77036,27790
77037,33500
77038,33530
77039,31310
77040,29200
77041,29860
77042,25070
77043,25300
77044,26870
77045,24030
77046,25030
77047,27400
77048,29150
77049,29300
77050,23910
77051,20690
77052,28470
77053,25040
77054,23650
77055,22750
77056,24360
77057,21720
77058,26270
77059,34890
77060,26030
77061,23840
77062,29680
77063,26850
77065,30920
77066,24510
77067,27030
77068,26430
77069,27330
77070,24550
77071,25760
77072,23400
77073,27540
77075,28210
77076,24330
77077,25570
77078,24710
77079,21180
77080,25090
77081,26330
77082,26650
77083,23750
77084,25770
77085,27450
77086,25220
77087,29010
77088,24530
77089,27110
77090,25070
77091,30250
77093,20800
77094,28430
77095,28060
77096,31160
77097,23660
77098,24310
77099,22160
77100,26670
77101,24140
77102,25410
77103,27950
77104,30620
77106,25380
77107,26440
77108,23830
77109,23080
77110,26660
77111,27230
77112,26950
77113,23460
77114,28480
77115,24350
77116,24430
77117,23110
77118,27510
77119,25330
77120,23200
77121,26810
77122,24650
77123,26040
77124,31060
77125,29670
77126,25660
77127,26930
77128,28840
77129,24540
77130,25710
77131,21030
77132,30190
77133,25930
77134,25580
77135,26530
77136,32790
77137,21940
77138,27640
77139,26930
77140,26040
77141,27100
77142,26890
77143,24800
77144,27290
77145,28400
77146,30400
77147,24860
77148,23830
77150,26400
77151,25270
77152,20310
77153,25560
77154,27550
77155,26590
77156,24720
77157,25080
77158,23540
77159,23170
77161,26610
77162,25380
77163,26010
77164,25160
77165,28120
77167,24590
77168,22690
77169,26240
77171,27620
77172,24000
77173,25840
77174,24140
77175,29590
77176,24820
77177,28690
77178,26090
77179,29840
77180,34290
77181,29080
77182,19200
77183,21220
77184,25780
77185,32710
77186,27340
77187,21280
77188,31180
77190,25990
77191,27010
77192,24880
77193,28170
77194,23650
77195,28330
77196,29260
77197,25140
77198,25670
77199,25230
77200,28720
77201,25850
77202,26640
77203,29410
77204,22900
77205,32080
77206,27540
77207,26120
77208,22600
77209,33280
77210,23940
77211,24730
77212,26980
77214,34290
77215,24260
77216,26740
77217,29270
77218,25060
77219,27850
77220,26550
77221,32090
77222,24510
77223,26700
77224,28070
77225,26480
77226,29650
77227,23360
77228,22030
77229,28440
77230,25220
77231,23960
77232,28620
77233,25240
77234,30560
77235,25350
77236,25940
77237,27560
77238,23900
77239,25040
77240,23150
77241,26540
77242,22030
77243,25220
77244,26670
77245,24700
77246,22800
77247,24710
77248,30970
77249,31100
77250,26530
77251,24290
77252,28520
77253,29310
77254,29460
77255,27370
77256,23680
77257,19220
77258,22290
77259,25180
77260,20250
77261,23490
77262,23160
77263,24560
77264,28250
77265,24780
77266,27190
77267,25440
77268,29460
77269,27900
77270,28010
77271,23160
77272,25210
77273,27050
77274,26100
77275,24460
77276,26130
77277,27010
77278,25320
77279,24000
77280,24690
77281,26400
77282,24730
77283,24880
77284,20010
77285,19130
77286,27690
77287,21800
77288,19260
77289,24570
77290,24150
77291,22710
77292,29210
77293,24790
77294,22810
77295,29350
77296,22780
77297,25620
77298,24790
77300,28160
77301,23470
77302,26920
77303,23520
77304,s
77305,16280
77306,30320
77307,26710
77308,28440
77309,26360
77310,25100
77311,25370
77312,28710
77313,26040
77314,23470
77315,28360
77316,26620
77317,23100
77318,27860
77319,22620
77320,24940
77321,23290
77322,27460
77323,25860
77325,22920
77326,24330
77327,19890
77328,26870
77329,27070
77330,25510
77331,23180
77332,27340
77333,19330
77335,26410
77336,28040
77337,21110
77338,25640
77339,33450
77340,27560
77341,24270
77342,21770
77343,23780
77344,26690
77345,23380
77347,23880
77348,27540
77349,26870
77350,27270
77352,27940
77353,27340
77354,26470
77355,26470
77356,s
77357,25300
77358,27080
77359,29180
77360,26490
77361,25270
77363,27180
77364,27740
77365,28320
77366,27000
77367,25490
77368,23050
77369,28610
77370,25630
77371,25660
77372,27180
77373,25010
77374,28180
77376,27610
77377,28540
77378,25750
77379,19200
77380,24440
77381,26690
77382,27360
77383,26110
77384,25660
77385,21460
77386,30980
77387,24580
77388,26470
77389,27950
77390,24320
77391,23140
77392,27510
77393,25690
77394,25420
77395,27070
77396,24380
77397,23200
77398,23370
77400,27280
77401,26320
77402,23620
77403,25310
77404,23010
77405,25000
77406,26590
77407,25520
77408,27290
77409,23190
77410,28770
77411,26290
77412,27650
77413,28340
77414,25320
77415,26810
77416,26950
77417,27050
77418,23870
77419,24330
77420,26890
77421,26010
77423,23220
77424,25050
77425,32360
77426,30090
77427,28770
77428,27390
77429,25620
77430,26790
77431,24900
77432,25570
77433,26270
77434,24810
77435,33090
77436,26230
77437,25030
77438,26940
77439,24010
77440,25210
77441,32540
77442,28840
77443,28020
77444,24330
77445,22240
77446,24970
77447,33990
77448,24130
77449,25790
77450,28020
77451,24550
77452,s
77453,29320
77454,26200
77455,28470
77456,25360
77457,26730
77458,20430
77459,22960
77460,25410
77461,27040
77462,23530
77463,29480
77464,25580
77465,25450
77466,28790
77467,23360
77468,21830
77469,27270
77470,26380
77471,26640
77472,24990
77473,27700
77474,27100
77475,25450
77476,26620
77477,28400
77478,23830
77479,26430
77480,24790
77481,28150
77482,21350
77483,25970
77484,27560
77485,30120
77486,26780
77487,26950
77489,24120
77490,24520
77492,24250
77493,25360
77494,25910
77495,25270
77496,26090
77498,30280
77500,24860
77501,26150
77504,27010
77505,26350
77506,26520
77507,23050
77508,28520
77509,25220
77510,29270
77511,21480
77512,23060
77513,24730
77514,22650
77515,27460
77516,26590
77517,28000
77518,32110
77519,21690
77520,28330
77521,28030
77522,22840
77523,25120
77524,25120
77525,27000
77526,26540
77527,27280
77528,29720
77529,29750
77530,24160
77531,22730
77532,s
77533,30280
77534,27590
78003,26630
78005,23420
78006,30450
78007,41170
78009,26680
78010,34380
78013,31070
78015,29500
78020,30750
78029,23070
78030,32530
78031,28790
78033,28930
78034,32720
78036,33110
78043,38230
78048,31990
78049,34090
78050,36490
78053,32830
78057,26070
78062,29850
78068,26910
78070,28030
78071,26570
78072,30620
78073,27520
78076,27650
78077,27710
78082,27790
78084,31530
78087,30380
78089,20720
78090,28450
78092,31630
78096,32020
78104,28740
78107,27310
78108,32520
78113,30950
78117,35400
78118,24140
78120,33250
78123,22570
78124,32680
78125,35610
78126,29510
78128,34950
78133,32930
78138,19940
78140,32520
78143,37760
78146,33670
78147,27350
78152,41630
78158,33520
78160,33230
78162,35390
78163,29400
78164,34860
78165,26060
78168,23590
78171,30840
78172,27320
78185,32110
78188,26910
78189,37670
78190,38780
78192,25440
78193,35130
78194,32960
78196,39010
78202,26400
78206,26630
78208,26320
78209,30810
78217,26330
78220,29600
78224,40580
78227,31430
78230,28620
78231,28820
78233,42090
78234,26080
78236,31130
78237,26740
78238,25620
78239,25230
78242,26260
78245,32020
78246,30160
78255,22930
78261,28410
78262,30840
78263,32660
78264,s
78265,31350
78267,25030
78269,33010
78276,26090
78278,32630
78281,28640
78283,27740
78285,31200
78289,37690
78290,25840
78291,28050
78296,28720
78297,24720
78299,25430
78300,30610
78302,29790
78305,34160
78307,31520
78310,24540
78311,30390
78314,25020
78317,29650
78320,25900
78321,32860
78322,35740
78324,26820
78325,29270
78327,26040
78329,28260
78334,35190
78335,20170
78337,25330
78343,40940
78344,28180
78346,28230
78349,34010
78350,36060
78354,24580
78356,28610
78358,36990
78361,17310
78362,20040
78364,32540
78366,35100
78367,40010
78368,34440
78372,31270
78380,29730
78381,28930
78382,29740
78383,26870
78384,37290
78385,28090
78389,35020
78391,25780
78396,36120
78397,32940
78398,35290
78401,21470
78402,27410
78403,28830
78404,28430
78406,42810
78407,29300
78410,28240
78413,26850
78415,33410
78416,30300
78417,31950
78418,32980
78420,34200
78423,30360
78431,36400
78437,29020
78439,s
78440,18240
78442,31940
78443,33460
78444,28120
78451,27320
78455,37660
78460,29830
78464,29850
78465,29300
78466,37140
78470,30860
78472,27230
78474,27610
78475,29120
78478,28950
78481,30800
78484,28160
78486,29640
78490,25690
78497,35520
78498,23910
78499,30540
78501,24860
78502,26620
78505,29990
78506,29420
78513,29530
78516,31640
78517,27990
78518,39140
78520,31290
78522,34410
78528,23360
78530,27080
78531,22430
78536,28840
78537,29630
78545,26750
78548,37880
78550,34630
78551,33250
78557,28930
78558,25370
78559,30600
78561,39000
78562,31060
78564,28920
78565,32700
78567,28680
78569,29320
78571,44020
78575,34800
78576,34420
78586,25680
78588,30520
78590,34460
78591,27600
78597,28530
78601,30050
78605,29550
78606,s
78608,26740
78609,29900
78615,29850
78616,29640
78618,28480
78620,35870
78621,18320
78623,32060
78624,29350
78638,29160
78640,28610
78642,28180
78643,28980
78644,19450
78646,33780
78647,29750
78650,42870
78653,33430
78655,32800
78668,26970
78672,38200
78674,29190
78677,30750
78681,31130
78683,31450
78686,36100
78688,35470
79001,19020
79002,22260
79003,25020
79005,21280
79007,21830
79008,19410
79009,24280
79010,20830
79012,22900
79013,20240
79014,20010
79015,18880
79016,20180
79018,19840
79019,20360
79020,23210
79022,20940
79023,s
79024,24070
79025,21620
79029,20380
79030,23250
79031,23070
79032,22530
79034,28930
79038,21290
79040,22540
79042,22780
79046,24050
79047,21130
79048,25010
79049,21350
79050,21880
79055,s
79056,21620
79057,20460
79058,23130
79059,20150
79060,21840
79061,22510
79062,20010
79063,19700
79064,21850
79066,22420
79069,21350
79070,23690
79071,23190
79074,19370
79076,21530
79077,20340
79078,21590
79079,21720
79080,21430
79081,26010
79083,19400
79084,20020
79085,23640
79086,24540
79087,18830
79088,21580
79089,21660
79090,21320
79091,21780
79092,19790
79094,20370
79095,19970
79096,21770
79100,25270
79101,22130
79102,21330
79103,20860
79104,23950
79105,19900
79106,20350
79108,22000
79109,25850
79111,21250
79112,24790
79114,21620
79115,21440
79116,20620
79117,23160
79118,21400
79119,21710
79120,20760
79121,21840
79122,20950
79123,21200
79124,20190
79125,24580
79126,22360
79127,23600
79128,27610
79129,26070
79130,24990
79131,19680
79132,18250
79133,24160
79134,22210
79135,21000
79136,20140
79137,24870
79139,s
79140,20410
79141,22060
79142,21470
79144,23040
79145,19190
79147,20010
79148,20560
79149,19330
79150,20380
79152,20290
79153,18900
79154,17660
79156,20430
79157,22190
79158,22630
79159,21310
79160,24770
79161,23220
79162,26170
79163,19260
79164,19480
79165,21010
79166,22090
79167,23050
79170,21960
79172,21420
79174,21800
79175,18790
79176,19990
79177,22290
79179,21310
79180,20940
79183,22020
79184,20650
79185,24740
79189,22810
79190,20080
79191,23120
79195,20570
79196,21910
79197,17190
79198,19690
79200,22760
79201,21390
79202,20240
79203,20270
79204,22880
79205,s
79207,21770
79208,20770
79209,21020
79210,22190
79212,18160
79213,22560
79215,19630
79216,24620
79217,22400
79218,20410
79220,22110
79223,s
79225,20290
79226,20290
79229,24540
79230,20350
79231,23950
79235,22070
79236,20930
79238,21170
79239,21170
79241,23470
79242,21270
79243,20820
79244,22150
79246,21570
79249,26510
79250,21990
79251,21750
79252,22480
79253,19860
79254,22730
79255,19770
79256,21250
79257,21720
79258,23460
79259,23230
79263,21740
79265,22180
79267,19840
79268,20850
79269,22190
79270,19600
79271,21830
79273,24470
79274,22800
79276,23450
79277,21940
79278,18670
79280,20660
79281,26010
79283,23810
79284,23350
79285,21720
79286,20370
79289,22990
79290,23790
79293,25050
79294,23280
79295,22830
79297,18950
79298,25530
79299,21360
79300,23150
79301,23280
79302,22980
79303,20530
79304,25530
79306,22990
79307,19640
79308,27040
79309,22660
79310,21450
79311,19990
79312,21600
79313,22820
79316,21510
79319,23140
79320,23140
79322,21990
79326,19700
79329,20280
79331,19930
79332,21100
79334,22970
79335,25530
79336,20910
79337,23540
79338,21670
79339,20320
79340,19040
79341,19220
79342,20550
79343,23150
79345,21650
79346,24050
79347,21510
79348,21600
79349,18290
79350,23150
79351,23830
79352,20080
79354,20920
79355,26430
79357,22080
80001,19000
80002,20300
80003,22120
80004,21710
80005,s
80006,24980
80008,20750
80009,23330
80010,23380
80011,21990
80013,19500
80014,s
80015,s
80016,19620
80017,22230
80018,21540
80019,22320
80020,27620
80021,19650
80022,22810
80023,23540
80024,26370
80025,21030
80026,s
80027,s
80028,21640
80029,20660
80030,19650
80031,21970
80032,21170
80033,20420
80034,22140
80035,s
80036,24830
80037,21710
80038,26250
80039,20470
80040,22180
80041,21990
80042,21470
80043,22720
80044,22040
80045,21710
80046,s
80047,21920
80048,s
80049,24390
80050,29330
80051,22010
80052,23220
80053,s
80054,20630
80055,18360
80056,s
80057,s
80058,21910
80059,s
80060,18890
80061,20050
80062,19200
80063,21720
80064,28020
80065,s
80066,25300
80067,21960
80068,22040
80069,23470
80070,22040
80071,20620
80073,24100
80074,23120
80076,22670
80077,23820
80078,26810
80079,23070
80080,22580
80081,s
80082,24740
80083,23890
80084,21020
80085,s
80086,20090
80087,22100
80088,21910
80089,22840
80090,21710
80092,26260
80093,20710
80094,27070
80095,22640
80096,20930
80097,20940
80098,s
80099,22870
80100,22220
80101,21690
80102,22500
80103,s
80104,24170
80105,23980
80106,23970
80107,27240
80108,s
80109,19900
80110,23410
80112,22660
80113,23230
80114,24430
80115,20210
80116,23300
80117,22300
80118,21420
80119,24280
80120,22790
80121,22400
80122,21550
80123,24430
80124,21780
80125,s
80126,22160
80127,21570
80128,23540
80129,22760
80130,27490
80131,24660
80132,25020
80133,22600
80134,s
80135,20810
80136,21820
80137,22770
80138,22420
80139,s
80140,23440
80141,21850
80142,26970
80143,s
80144,22930
80145,21990
80146,22120
80147,24440
80148,21910
80149,25620
80150,19880
80151,23830
80152,18330
80153,19610
80154,22340
80155,22720
80156,28060
80157,26730
80158,s
80159,27220
80160,28170
80161,23520
80162,21960
80163,23300
80164,24690
80165,24020
80166,22840
80167,22790
80168,21340
80169,s
80170,22920
80171,25550
80172,22920
80173,27490
80174,s
80176,23240
80177,21600
80179,22240
80180,s
80181,22600
80182,20400
80183,21180
80184,20750
80185,23230
80186,18900
80187,24670
80188,23850
80189,s
80190,20290
80191,23400
80192,21960
80193,22450
80194,20200
80195,23820
80196,20090
80197,s
80198,27030
80199,22470
80200,22540
80201,s
80202,26660
80203,s
80204,20130
80205,21440
80206,19860
80207,22620
80208,19960
80210,25840
80211,22340
80212,21720
80213,28010
80214,21000
80215,20620
80216,21480
80217,s
80218,24620
80219,s
80220,21130
80221,21660
80222,20220
80223,25520
80224,22680
80225,32440
80226,20030
80227,22800
80228,21050
80229,24090
80230,20540
80231,21820
80232,21170
80233,24090
80234,24400
80235,19320
80236,21470
80237,24550
80238,24930
80239,s
80240,23110
80241,20520
