Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes et arrondissements municipaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 29/01/2024       Géographie au 01/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code géographique,Libellé géographique,Nombre de ménages fiscaux,Nombre de personnes dans les ménages fiscaux,Médiane du niveau vie (€),Part des ménages fiscaux imposés (%),Taux de pauvreté-Ensemble (%),Taux de pauvreté-moins de 30 ans (%),Taux de pauvreté-30 à 39 ans  (%),Taux de pauvreté-40 à 49 ans (%),Taux de pauvreté-50 à 59 ans (%),Taux de pauvreté-60 à 74 ans (%),Taux de pauvreté-75 ans ou plus (%),Taux de pauvreté-propriétaires (%),Taux de pauvreté-locataires (%),Part des revenus d'activité (%),dont part des salaires et traitements (%),dont part des indemnités de chômage (%),dont part des revenus des activités non salariées (%),"Part des pensions, retraites et rentes (%)",Part des revenus du patrimoine et autres revenus (%),Part de l'ensemble des prestations sociales (%),dont part des prestations familiales (%),dont part des minima sociaux (%),dont part des prestations logement (%),Part des impôts (%),1ᵉʳ décile du niveau de vie (€),9ᵉ décile du niveau de vie (€),Rapport interdécile 9ᵉ décile/1ᵉʳ décile
CODGEO,LIBGEO,NBMENFISC21,NBPERSMENFISC21,MED21,PIMP21,TP6021,TP60AGE121,TP60AGE221,TP60AGE321,TP60AGE421,TP60AGE521,TP60AGE621,TP60TOL121,TP60TOL221,PACT21,PTSA21,PCHO21,PBEN21,PPEN21,PPAT21,PPSOC21,PPFAM21,PPMINI21,PPLOGT21,PIMPOT21,D121,D921,RD21
12139,Marnhagues-et-Latour,57,101,18410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12140,Martiel,463,1001,21770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12141,Martrin,100,209,16260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12142,Mayran,246,623,24890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12143,Mélagues,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12144,Meljac,67,135,19770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12145,Millau,10807,21381,21240,"44,0","16,0","27,0","19,0","19,0","16,0","12,0","12,0","7,0","31,0","63,3","53,8","2,6","6,9","34,9","9,1","6,7","1,8","3,4","1,5","-14,0",12070,35910,"3,0"
12146,Le Monastère,1042,2384,24580,"60,0",s,s,s,s,s,s,s,s,s,"80,2","71,1","2,1","7,0","23,6","7,4","4,1","1,6","1,8","0,7","-15,3",15100,37680,"2,5"
12147,Montagnol,72,137,15860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12148,Montbazens,656,1345,21500,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12149,Montclar,65,133,18440,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12150,Monteils,228,458,21740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12151,Montézic,110,212,23130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12152,Montfranc,62,122,18480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12153,Montjaux,214,455,19340,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12154,Montlaur,303,614,20940,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12155,Fondamente,140,277,20550,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12156,Montpeyroux,236,524,19330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12157,Montrozier,712,1748,24720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12158,Montsalès,152,338,23460,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12159,Morlhon-le-Haut,240,562,21370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12160,Mostuéjouls,170,336,22410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12161,Mouret,231,524,22420,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12162,Moyrazès,448,1077,24180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12163,Murasson,79,185,19490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12164,Mur-de-Barrez,321,591,20510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12165,Muret-le-Château,144,343,23030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12166,Murols,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12167,Najac,385,743,19390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12168,Nant,440,871,20830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12169,Naucelle,941,1897,22980,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12170,Naussac,176,378,22430,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12171,Nauviale,228,538,21630,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12172,Le Nayrac,239,481,21230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12174,Olemps,1528,3275,24910,"60,0",s,s,s,s,s,s,s,s,s,"71,6","64,9","1,8","4,9","31,2","9,2","3,6","1,4","1,6","0,6","-15,6",15900,38810,"2,4"
12175,Ols-et-Rinhodes,70,157,21740,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12176,Onet-le-Château,5440,11180,22100,"50,0","17,0","25,0","24,0","21,0","16,0","11,0",s,"5,0","37,0","65,2","57,6","2,2","5,4","32,1","12,3","6,0","2,1","2,8","1,1","-15,6",11600,37330,"3,2"
12177,Palmas d'Aveyron,386,902,22030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12178,Paulhe,163,370,23570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12179,Peux-et-Couffouleux,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12180,Peyreleau,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12181,Peyrusse-le-Roc,82,189,20510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12182,Pierrefiche,125,287,20510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12183,Plaisance,114,208,19180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12184,Pomayrols,57,103,20930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12185,Pont-de-Salars,627,1427,22690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12186,Pousthomy,95,204,18490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12187,Prades-d'Aubrac,146,241,17260,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12188,Prades-Salars,131,302,19970,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12189,Pradinas,162,350,19490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12190,Prévinquières,121,285,18170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12191,Privezac,147,336,22810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12192,Mounes-Prohencoux,89,200,17520,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12193,Pruines,134,297,19420,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12194,Quins,354,845,22280,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12195,Rebourguil,128,320,20650,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12197,Réquista,903,1853,19790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12198,Rieupeyroux,914,1908,21040,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12199,Rignac,873,1860,22590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12200,Rivière-sur-Tarn,459,978,21670,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12201,Rodelle,448,1114,26370,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12202,Rodez,12037,21057,22210,"51,0","16,0","24,0","19,0","18,0","15,0","10,0","10,0","5,0","27,0","67,6","58,4","2,2","7,0","31,5","11,0","6,3","1,5","3,3","1,5","-16,4",11880,39890,"3,4"
12203,Roquefort-sur-Soulzon,231,492,23390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12204,La Roque-Sainte-Marguerite,99,199,20250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12205,La Rouquette,336,802,22590,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12206,Roussennac,248,602,23840,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12207,Rullac-Saint-Cirq,152,331,19150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12208,Saint-Affrique,3862,7470,21480,"42,0","15,0",s,s,"20,0",s,s,s,"8,0","29,0","60,6","51,8","2,4","6,4","37,0","9,4","6,3","1,6","3,3","1,4","-13,3",12290,35480,"2,9"
12209,Saint-Amans-des-Cots,305,627,19080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12210,Saint-André-de-Najac,207,424,18240,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12211,Saint-André-de-Vézines,69,128,23410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12212,Saint-Beaulize,57,99,23020,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12213,Saint-Beauzély,258,563,21330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12214,Saint-Chély-d'Aubrac,205,412,20170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12215,Saint-Christophe-Vallon,509,1130,22530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12216,Saint-Côme-d'Olt,606,1265,22570,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12217,Sainte-Croix,321,750,21150,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12219,Sainte-Eulalie-d'Olt,186,363,19600,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12220,Sainte-Eulalie-de-Cernon,136,276,20750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12221,Saint-Félix-de-Lunel,173,361,19180,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12222,Saint-Félix-de-Sorgues,106,179,20080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12223,Argences en Aubrac,728,1467,19910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12224,Saint Geniez d'Olt et d'Aubrac,944,1767,20860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12225,Saint-Georges-de-Luzençon,731,1629,22710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12226,Saint-Hippolyte,201,408,18090,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12227,Saint-Igest,89,202,21250,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12228,Saint-Izaire,155,326,19010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12229,Saint-Jean-d'Alcapiès,97,231,23110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12230,Saint-Jean-Delnous,146,341,21750,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12231,Saint-Jean-du-Bruel,330,608,19720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12232,Saint-Jean-et-Saint-Paul,122,285,23200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12233,Saint-Juéry,105,226,19680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12234,Sainte-Juliette-sur-Viaur,257,615,24470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12235,Saint-Just-sur-Viaur,108,225,17080,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12236,Saint-Laurent-de-Lévézou,75,158,21410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12237,Saint-Laurent-d'Olt,280,575,21190,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12238,Saint-Léons,179,404,22170,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12239,Saint-Martin-de-Lenne,143,318,21200,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12240,Saint-Parthem,182,374,19620,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12241,Sainte-Radegonde,732,1845,26930,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12242,Saint-Rémy,132,295,21900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12243,Saint-Rome-de-Cernon,386,897,22640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12244,Saint-Rome-de-Tarn,346,687,22710,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12246,Saint-Santin,245,531,21120,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12247,Saint-Saturnin-de-Lenne,155,321,21640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12248,Saint-Sernin-sur-Rance,211,395,21130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12249,Saint-Sever-du-Moustier,89,188,17390,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12250,Saint-Symphorien-de-Thénières,96,194,20860,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12251,Saint-Victor-et-Melvieu,149,312,20580,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12252,Salles-Courbatiès,213,474,20480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12253,Salles-Curan,497,1001,20900,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12254,Salles-la-Source,925,2219,25940,"63,0",s,s,s,s,s,s,s,s,s,"71,1","61,5","1,9","7,7","30,2","12,4","2,6","1,3","0,9","0,4","-16,3",15970,42650,"2,7"
12255,Salmiech,342,724,22230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12256,Salvagnac-Cajarc,187,406,21000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12257,Causse-et-Diège,347,748,21770,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12258,La Salvetat-Peyralès,447,870,18960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12259,Sanvensa,301,646,21690,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12260,Sauclières,88,164,21680,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12261,Saujac,63,119,20950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12262,Sauveterre-de-Rouergue,299,583,21520,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12263,Savignac,300,721,22960,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12264,Sébazac-Concourès,1317,3009,25330,"61,0",s,s,s,s,s,s,s,s,s,"67,1","59,4","1,5","6,2","34,6","10,8","3,3","1,5","1,3","0,5","-15,8",15820,39220,"2,5"
12265,Sébrazac,176,379,19700,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12266,Ségur,233,516,20110,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12267,La Selve,278,571,19640,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12268,Sénergues,170,325,17830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12269,La Serre,54,122,19910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12270,Sévérac d'Aveyron,1935,4049,21410,"45,0","14,0",s,s,s,s,s,s,"9,0","30,0","61,0","48,9","2,6","9,5","37,1","9,3","5,1","1,8","2,4","0,9","-12,5",12300,33690,"2,7"
12272,Sonnac,211,493,23100,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12273,Soulages-Bonneval,127,270,22790,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12274,Sylvanès,49,105,21510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12275,Tauriac-de-Camarès,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12276,Tauriac-de-Naucelle,166,395,18410,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12277,Taussac,228,467,19490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12278,Tayrac,82,167,19830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12280,Thérondels,187,337,19610,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12281,Toulonjac,315,749,23480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12282,Tournemire,182,420,19820,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12283,Trémouilles,195,447,18420,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12284,Le Truel,158,315,20720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12286,Vabres-l'Abbaye,512,1192,22950,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12287,Vailhourles,300,646,21890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12288,Valady,665,1579,24470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12289,Valzergues,101,203,23820,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12290,Vaureilles,204,471,21530,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12291,Verrières,166,359,22470,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12292,Versols-et-Lapeyre,187,424,22000,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12293,Veyreau,51,93,20230,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12294,Vézins-de-Lévézou,260,597,18910,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12295,Viala-du-Pas-de-Jaux,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12296,Viala-du-Tarn,196,407,19010,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12297,Le Vibal,219,505,21480,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12298,Villecomtal,202,414,21810,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12299,Villefranche-de-Panat,330,674,21330,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12300,Villefranche-de-Rouergue,5359,10249,20820,"43,0","19,0",s,"29,0","23,0","16,0","13,0","14,0","10,0","36,0","54,4","45,9","2,6","5,9","42,8","9,3","7,3","1,8","3,9","1,6","-13,8",11420,35500,"3,1"
12301,Villeneuve,894,1847,22720,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12303,Vimenet,115,234,21510,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12305,Viviez,635,1200,19270,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
12307,Curan,128,279,21130,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13001,Aix-en-Provence,63029,126064,25810,"61,0","15,0","25,0","14,0","16,0","15,0","12,0","10,0","5,0","24,0","73,3","64,0","2,9","6,4","26,9","16,8","4,0","1,1","2,0","0,9","-21,0",12030,51260,"4,3"
13002,Allauch,8799,21164,27620,"67,0","7,0",s,"9,0","7,0","6,0","6,0","8,0","5,0","17,0","76,2","64,9","2,3","9,0","30,0","11,1","2,8","1,1","1,3","0,4","-20,1",15470,47090,"3,0"
13003,Alleins,1131,2810,26040,"61,0","7,0",s,s,s,s,s,s,s,s,"82,3","71,8","3,1","7,4","23,3","9,4","3,3","1,6","1,2","0,5","-18,3",15100,43030,"2,8"
13004,Arles,23795,51915,20060,"43,0","24,0","32,0","26,0","28,0","25,0","19,0","18,0","9,0","40,0","67,2","56,5","3,8","6,9","29,9","9,1","8,4","2,5","4,0","1,9","-14,6",10400,35640,"3,4"
13005,Aubagne,19034,41570,22550,"51,0","16,0","26,0","20,0","16,0","14,0","13,0","11,0","5,0","26,0","70,1","61,2","3,1","5,8","30,1","10,0","6,4","2,0","3,1","1,3","-16,6",11990,39310,"3,3"
13006,Aureille,690,1578,24830,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13007,Auriol,4780,11427,26260,"60,0","9,0",s,"11,0","8,0","8,0",s,s,"5,0","18,0","75,7","67,1","2,8","5,8","26,5","12,1","3,7","1,5","1,6","0,6","-18,0",14470,44500,"3,1"
13008,Aurons,225,542,30160,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13009,La Barben,316,801,30140,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13010,Barbentane,1884,4214,24120,"54,0","12,0",s,s,s,s,s,s,s,"22,0","75,3","64,5","3,4","7,4","28,9","9,8","4,1","1,5","1,7","0,9","-18,1",13270,44250,"3,3"
13011,Les Baux-de-Provence,120,233,24030,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13012,Beaurecueil,192,468,37890,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13013,Belcodène,636,1609,29980,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13014,Berre-l'Étang,5428,12907,20370,"43,0","19,0",s,"22,0","20,0","17,0","19,0","18,0","8,0","29,0","69,8","63,0","3,9","2,9","25,8","9,5","8,0","2,8","3,6","1,6","-13,1",11310,33070,"2,9"
13015,Bouc-Bel-Air,5858,14716,30840,"70,0","6,0",s,s,"6,0",s,s,s,"5,0","13,0","81,8","73,2","2,5","6,1","26,3","10,8","2,5","1,1","1,0","0,4","-21,4",16640,53380,"3,2"
13016,La Bouilladisse,2346,5635,27220,"64,0","8,0",s,s,s,s,s,s,"5,0","22,0","75,4","66,8","2,6","6,0","29,7","9,9","3,1","1,3","1,3","0,5","-18,1",14840,44800,"3,0"
13017,Boulbon,666,1524,24490,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
13018,Cabannes,1897,4568,21650,"46,0","18,0",s,s,"20,0",s,s,s,"11,0","34,0","73,5","63,8","4,3","5,4","23,9","11,7","5,6","2,0","2,5","1,1","-14,7",11490,35310,"3,1"
13019,Cabriès,3863,9973,32780,"73,0","5,0",s,s,s,s,s,s,"5,0","12,0","82,1","72,3","2,4","7,4","24,2","15,6","1,9","0,9","0,7","0,3","-23,8",17500,60370,"3,5"
13020,Cadolive,850,2021,26530,"64,0",s,s,s,s,s,s,s,s,s,"77,2","70,9","2,8","3,5","28,8","7,0","3,2","1,4","1,3","0,5","-16,2",16380,43820,"2,7"
